,baseMean,log2FoldChange,lfcSE,pvalue,padj
SPINT2,3163.994895,-0.165228032,0.092592297,0.055099881,0.169546739
FCGR3B,111.8961036,0.26696554,0.176521068,0.055169826,0.169727354
BCL2L12,464.0970889,-0.214199988,0.127529605,0.055195906,0.169772976
PLRG1,1225.732022,0.197619842,0.114999445,0.0552825,0.170004671
CD300C,678.1808259,-0.181205218,0.103466372,0.055365137,0.170224108
MRPS18B,1503.77544,0.136935197,0.074754481,0.055386031,0.170234381
KANSL1L,360.7816917,0.203081351,0.119148552,0.055391041,0.170234381
CAPN5,146.1249657,-0.237182425,0.147065933,0.055430847,0.170298677
CHST11,8834.872095,-0.210460476,0.124029177,0.055434533,0.170298677
MRPS31,316.1354945,0.192892636,0.111603201,0.055475235,0.170389027
BNIP3L,2609.656693,0.149635908,0.082571352,0.055497042,0.17042132
C1orf56,76.38742985,0.312621723,0.243045191,0.055518655,0.170453001
NEMP2,173.5472533,-0.271335278,0.180941056,0.055543194,0.170493653
DRC3,101.90714,-0.30078815,0.220441232,0.055559671,0.170502057
ZNF594,161.2094035,0.27282996,0.184060597,0.055574124,0.170502057
ARNT,1486.778549,-0.193263586,0.111756059,0.055579829,0.170502057
SPACA6,186.6948235,-0.242945226,0.152632041,0.05562488,0.170605576
BCL11A,45.64601478,-0.338266968,0.340959755,0.055659246,0.170644445
MKS1,455.501058,0.171333784,0.096678252,0.055669245,0.170644445
FN3K,270.6067204,-0.220424189,0.132878721,0.055676494,0.170644445
ZNF780A,701.6893799,0.204613276,0.120640233,0.055682786,0.170644445
ZKSCAN8,1020.398782,0.191355927,0.110551808,0.055787963,0.170932053
RPS6,17897.60305,0.154673134,0.085366068,0.055869014,0.171145639
SH3D19,123.1009567,0.284866642,0.20045571,0.055957276,0.171381226
TM7SF2,219.481628,0.236861227,0.147311505,0.056018772,0.17152398
UBE2T,135.193271,-0.257135343,0.166800567,0.05602662,0.17152398
ZNF587B,349.4286024,0.186846194,0.107668636,0.056139964,0.171836118
INIP,956.0090678,0.189209234,0.109105483,0.056160401,0.17186381
EP300,5857.838379,-0.181720002,0.104564305,0.056217344,0.171983536
E2F7,60.27494972,-0.293834536,0.211459259,0.056224244,0.171983536
SMIM8,182.4913853,0.231167484,0.142683683,0.056233716,0.171983536
IDH3G,2275.116968,-0.120137684,0.065138142,0.056271546,0.172064361
CD81,44706.12597,-0.174448263,0.100811605,0.056289858,0.172085486
RPS9P1,16.43363036,-0.325552185,0.396184439,0.056401701,0.172392479
IPO8,1316.343602,-0.184304798,0.106324077,0.05659216,0.172910905
DRP2,6.684982156,-0.205236619,0.355592312,0.056594232,0.172910905
TNF,36.25089094,-0.327473091,0.277888906,0.056711455,0.17323398
SKOR1,17.01318669,0.322556244,0.396156633,0.056730439,0.173256895
SMIM14,1594.913287,0.155373812,0.086810357,0.056753322,0.173291711
CDR2,841.5358389,0.167901177,0.094894284,0.056798941,0.173395917
CERS2,5916.853368,0.126978825,0.067957384,0.056825094,0.173440128
MRPL27,676.597302,-0.148910957,0.082748051,0.05683641,0.173440128
C12orf75,19.30328173,-0.328891802,0.385535983,0.056848008,0.173440445
SIGLEC1,13467.20568,-0.218192908,0.126704799,0.05691806,0.173619067
PIP4K2C,1153.116241,0.137823031,0.075838385,0.056939193,0.17364843
B4GALT4,490.4900745,0.200848711,0.118407065,0.056974494,0.17370017
USP27X,127.5749096,-0.241202471,0.152200186,0.056979181,0.17370017
CCDC163,69.8805865,-0.285521708,0.201644905,0.057038771,0.173846708
SPRTN,399.3258747,0.245788392,0.157256773,0.057168057,0.174203497
ZNF174,296.9259077,0.201627041,0.119098339,0.057182811,0.174203497
EPS8L2,41.86045784,0.329056497,0.305937018,0.057198134,0.174203497
RFPL2,76.45278909,0.297127521,0.219405518,0.057229207,0.174203497
ARHGAP27P2,36.84757872,-0.334662702,0.312889282,0.057232849,0.174203497
COX16,968.6552333,0.194671366,0.114006609,0.057246833,0.174203497
ORMDL1,1282.826659,0.162041731,0.091200951,0.0572473,0.174203497
COPS9,787.1963516,0.190143445,0.110597379,0.057248342,0.174203497
DMBX1,7.464586109,0.219494649,0.367235407,0.057259731,0.174203497
CYP51A1,1384.682519,0.15091064,0.084086656,0.057316016,0.174305168
SARDH,166.1477706,-0.251921379,0.162976059,0.057316252,0.174305168
ITGB1,18358.97871,0.134310716,0.075009291,0.057366743,0.174408244
MTMR10,1915.588775,-0.14402139,0.079784709,0.057373262,0.174408244
RNF150,10.05538916,-0.253071357,0.387431606,0.05742075,0.174517446
COA6,569.7478803,0.156402239,0.087686766,0.057469192,0.174629503
VCX3A,9.244729286,-0.199215266,0.350186623,0.057531542,0.174783767
SPAG1,109.7026474,-0.315398762,0.253377063,0.057669113,0.175166447
KIFBP,775.4332749,-0.16486309,0.093339368,0.057690171,0.175195147
PHF8,1000.730952,-0.157720609,0.088731392,0.057708192,0.17521461
STK4,2890.497266,-0.122321294,0.066833103,0.057738995,0.17527287
KLC4,781.8066241,-0.150323316,0.084111971,0.057766321,0.175311074
MYL9,83.59834192,-0.28923408,0.208211242,0.057774816,0.175311074
PRPF8,10757.23862,-0.129367152,0.071443764,0.057809814,0.175382007
PIGG,1946.11224,-0.130938721,0.07200444,0.057883193,0.175569323
ZNF148,1127.414299,-0.175261606,0.10038514,0.057905882,0.175602846
CLIC6,97.64341207,0.276310969,0.191119558,0.057981719,0.175797497
TXNDC12,2586.971264,-0.124130811,0.068243767,0.058031273,0.175884753
KIFAP3,344.5777918,-0.191444458,0.112049432,0.058033809,0.175884753
PUS1,896.6835163,0.160340559,0.090453954,0.058083653,0.176000465
CDK2AP1,1216.809623,-0.160481014,0.09062939,0.058155207,0.176181907
RTKN2,61.85802032,-0.303120911,0.230756534,0.058200163,0.17628271
UBE2L5,10.1909816,-0.267927964,0.398222459,0.058215351,0.176293326
CCN3,59.20703549,0.316430726,0.260392587,0.058314981,0.176548945
UBXN2A,610.8533187,0.179377794,0.103548481,0.05832316,0.176548945
NIPAL1,27.54695588,0.301906235,0.386516248,0.058379303,0.176683451
ZNF485,60.55517194,0.320197624,0.273312289,0.058419633,0.176770055
TMX1,2342.827602,0.154031876,0.08658924,0.058491093,0.176950801
PKNOX1,504.7413773,-0.185727888,0.108140547,0.058535514,0.177049692
RPL8,24855.56918,0.121264179,0.066290466,0.058551283,0.177061896
FAM107B,3643.457939,0.15752042,0.088929736,0.058635269,0.177280346
TNFSF14,626.8721731,0.215934643,0.131637523,0.058726851,0.177521672
RPL35A,5520.356263,0.145424862,0.080932147,0.058757445,0.17757858
RHBDD2,3703.860766,0.173722205,0.098990037,0.058877224,0.177904948
CELSR1,3273.910258,-0.13883102,0.077227082,0.058905209,0.177953875
INVS,424.6381312,-0.183513526,0.106774686,0.059015352,0.178250933
SLC45A1,20.09974803,-0.329835697,0.355094836,0.059132112,0.178567855
PI4KB,2244.93514,0.113404407,0.061983914,0.059197706,0.178730169
SP4,114.0690193,-0.326572752,0.300259648,0.059297414,0.178995395
RIC1,1267.324895,-0.188174328,0.110467451,0.059388105,0.179196527
ABCA2,1168.401994,-0.163973128,0.093574389,0.059405706,0.179196527
HTR7P1,111.5438549,0.250483639,0.163780943,0.059411722,0.179196527
NOSTRIN,16.60522707,-0.245242764,0.379305047,0.059415424,0.179196527
NMT1,4057.316046,-0.136673768,0.076000371,0.059423421,0.179196527
DNAJC17,465.4142429,-0.162532266,0.092601097,0.059561844,0.179578066
RPL3,25435.96699,0.122553404,0.065170896,0.059611624,0.179692251
MKRN1,3582.000308,0.11458885,0.06266295,0.059689592,0.179879746
PPP1R37,1794.91561,0.181990479,0.105741723,0.059697665,0.179879746
NRXN3,9.541802206,0.204972194,0.351821021,0.059839851,0.180272179
CHMP3,3167.763855,0.106333939,0.057965348,0.059860088,0.180273971
ZNF789,247.3964267,-0.217750104,0.133769537,0.059864338,0.180273971
CNBP,8030.15894,0.122130845,0.066941806,0.059912216,0.180382152
NAV3,49.78192398,-0.307076586,0.241422812,0.059993939,0.180592169
RGPD6,737.7144578,0.325051185,0.310475575,0.060027725,0.180657832
KLF16,2054.896711,-0.164334434,0.093891254,0.060043432,0.180669069
TMC6,8867.391024,0.148367963,0.083513175,0.060134261,0.180883704
VRK2,657.3330484,0.158551219,0.090102717,0.060138737,0.180883704
CETN2,441.2788075,0.169228968,0.097340643,0.06018067,0.180973757
ESR1,58.52965578,-0.319637666,0.282940259,0.060240015,0.181101895
SETD9,144.6597647,0.231823363,0.146660965,0.060247284,0.181101895
CPEB3,313.6273771,-0.188700232,0.111148509,0.060289659,0.181193178
TUG1,3010.863003,0.130963047,0.072766101,0.06035931,0.181366386
ARRDC3,450.2794088,0.251277014,0.166125974,0.060394337,0.181435505
ZMAT2,1994.702621,0.137795619,0.077021685,0.060428035,0.181500608
KHK,214.9746097,0.205626459,0.124215571,0.060463121,0.18156985
COPG2,601.2714724,-0.162850724,0.09279678,0.060629495,0.182000743
ZNRF2P1,19.86345725,-0.319733336,0.376839146,0.060644264,0.182000743
FUT9,10.02016302,0.221073202,0.365209097,0.060645866,0.182000743
GAS2L3,943.9151661,-0.210651811,0.130170244,0.060654853,0.182000743
TRMT5,637.8509847,0.207160477,0.125864638,0.060701455,0.182104364
OTUD5,2585.387584,-0.174972335,0.101820947,0.060816433,0.182413035
METTL22,451.2255307,-0.170623759,0.098625605,0.060855393,0.182493616
TTLL13,14.4446455,-0.274861039,0.392512081,0.060880901,0.182533835
RNF111,1537.299209,-0.153392604,0.087302875,0.060900792,0.1825572
FTCDNL1,125.2150423,0.279897044,0.201418724,0.060942387,0.182610709
C7orf25,271.0574787,0.238597506,0.153820337,0.060954215,0.182610709
YLPM1,2058.487959,-0.120034109,0.06640698,0.060955156,0.182610709
ZBTB3,112.4291618,-0.25670688,0.172736517,0.060967048,0.182610709
SAMD9,2051.434421,-0.218501687,0.135672013,0.061019256,0.182730813
TBX3,274.1720469,0.237072369,0.152682559,0.061038106,0.182750997
PBDC1,1356.362957,0.139220148,0.078033835,0.061066632,0.182800134
ZNF821,329.9272982,-0.180866308,0.106019901,0.061254631,0.183317564
E2F6,582.3484407,0.189436947,0.11233336,0.061263782,0.183317564
RCN3,1490.126359,0.194283197,0.115554238,0.061306694,0.183409598
C6orf62,9833.559706,-0.117099614,0.065062574,0.061321967,0.183418927
TAF5L,1117.615745,0.167279256,0.096537643,0.061354294,0.18347925
IGFL4,123.5625024,0.255132581,0.171312558,0.061369833,0.183479482
TBC1D2B,3781.071073,-0.111512954,0.06145232,0.061381527,0.183479482
CES3,84.79397925,-0.292344986,0.219839443,0.061406205,0.183479482
ZBTB44,1240.651798,0.207278412,0.126361564,0.061414148,0.183479482
HLA-A,17078.13181,0.158406312,0.089586736,0.061415167,0.183479482
LYPLAL1,664.0172322,-0.209107342,0.127400771,0.061454495,0.183542654
PRSS35,7.167942327,-0.192747563,0.343962143,0.061460638,0.183542654
PUS3,206.6569946,0.214455383,0.132285893,0.061572322,0.183839798
ELL3,33.45193466,-0.322146345,0.298598668,0.061600248,0.183886795
CYBRD1,1427.889328,-0.140201605,0.079013068,0.061704029,0.184160165
MGAT5,3364.956323,0.164231427,0.093396117,0.06172386,0.184182925
ZNFX1,3419.66956,-0.176033924,0.102858817,0.061764707,0.184268371
MED12,2978.352905,0.166913481,0.089891668,0.061798879,0.184333876
IMP3,1430.270399,0.150455363,0.085506839,0.061870688,0.18450197
SEC16A,4755.655208,-0.182110386,0.107486998,0.061879686,0.18450197
ASH1L,2018.984118,0.156170557,0.08906333,0.061911473,0.184560277
SDAD1,1154.876013,0.16870507,0.097794656,0.062032699,0.184862165
IFNWP2,6.049852343,0.173753248,0.329707974,0.062037243,0.184862165
SOCS5,538.8187495,0.168004057,0.0973251,0.062067998,0.184917293
GRK2,7603.50122,-0.163316205,0.094647319,0.062146086,0.185113391
MAML2,1618.030272,-0.173280376,0.101021431,0.062188926,0.18520444
RHOT2,2842.541989,-0.161876028,0.093276725,0.062238938,0.185273827
MTX3,352.4595531,0.186573552,0.110715354,0.062239051,0.185273827
PROX2,29.17050523,-0.285413877,0.391179054,0.06225084,0.185273827
UIMC1,560.3435409,0.162161937,0.093413309,0.062263834,0.185273827
ZBTB42,125.9899179,0.253501579,0.170455905,0.062273615,0.185273827
KCNJ15,48.10932556,0.177755357,0.331492822,0.062322412,0.18537196
TMED1,1270.296074,0.139203629,0.078488071,0.062339505,0.18537196
TRMT1L,844.2450254,-0.165906836,0.096047531,0.062343453,0.18537196
DHRS7,1459.199282,-0.149439335,0.085264049,0.06237628,0.185433032
NR6A1,61.11917082,0.317252062,0.294141174,0.06240007,0.185467217
BCL9,170.7033815,-0.25299252,0.169791157,0.062420815,0.185492338
PTPRE,4319.033095,0.192533619,0.115820029,0.062508439,0.185716154
RWDD3,234.4783028,0.250212189,0.167314149,0.062615736,0.185998319
SIN3A,1380.589746,-0.142248134,0.080414034,0.062642119,0.186040068
NDUFA4,2537.366358,-0.148757594,0.084772432,0.062670458,0.186087605
KIDINS220,3083.736703,-0.147436557,0.083861567,0.062725537,0.186194879
VWA1,42.04262675,-0.315393549,0.277193529,0.062731264,0.186194879
RPL13,19797.39166,0.149135159,0.076823555,0.062754553,0.186227376
LSAMP,25.87066827,0.191180973,0.337132018,0.062783307,0.186276073
ADGRV1,175.9894177,-0.213146372,0.132117579,0.062855709,0.186454227
PRR12,2464.496485,-0.17055771,0.098977095,0.062908412,0.186573886
PRKX,1270.808207,-0.163968407,0.095128284,0.062924564,0.186585119
B9D1,63.1561888,0.304782701,0.251264207,0.063005863,0.186766542
EHMT1,2047.389196,0.181804321,0.107627798,0.063010501,0.186766542
TRAPPC5,1694.283187,0.188001275,0.112219142,0.063031807,0.186793002
RAPGEF4,11.12618361,0.209380326,0.352345385,0.063074805,0.186883724
TMEM229B,118.4841313,-0.254001644,0.171665934,0.063118852,0.186941445
C2orf69,583.3754664,0.162873103,0.094466224,0.063119063,0.186941445
ZKSCAN4,343.838663,-0.185061834,0.11013404,0.063276484,0.187370909
EREG,39.4773005,0.315446037,0.285502648,0.063296044,0.187392056
ARHGEF7,2235.081277,0.142040476,0.080749618,0.063326756,0.187446205
CLDN15,191.0415933,-0.254976172,0.172737019,0.063362228,0.187514418
CMTM6,5060.22086,-0.144183964,0.082649118,0.06341607,0.18757162
LYPLA1,1891.428264,-0.140546635,0.080059665,0.063418718,0.18757162
ATG10,140.6991097,-0.262920207,0.182392929,0.063420552,0.18757162
MRM1,215.3616069,0.204018939,0.12484655,0.063442617,0.18757162
HMGN1,4679.954173,0.143752856,0.082004234,0.063455921,0.18757162
ZFP91,2907.570115,0.124812799,0.068739286,0.063466176,0.18757162
ACADM,3886.328575,0.136696106,0.077325471,0.063485127,0.18757162
ARL11,800.7239657,0.195106686,0.117956206,0.06349652,0.18757162
GNPDA1,2327.15461,0.139360199,0.07901288,0.063498498,0.18757162
POLQ,327.2763054,-0.207485519,0.127757097,0.063505859,0.18757162
NTN3,8.104734789,0.200304822,0.348032796,0.063542174,0.187617641
FAM171B,58.43060192,-0.295171189,0.229785807,0.063546306,0.187617641
SGCE,27.47148032,0.311069464,0.35757293,0.063592145,0.187693689
APOL4,1105.446496,0.150465878,0.086158104,0.063596941,0.187693689
MVP,5210.59221,-0.154385863,0.089032159,0.06370549,0.187977287
MTIF2,1457.371924,0.124659484,0.069862755,0.063776916,0.188151253
ZNF442,75.63431573,0.292385052,0.226300501,0.063821811,0.188246898
GABRD,13.6081626,-0.290025736,0.389472381,0.063843172,0.188273102
FAM228A,12.08443367,0.207998548,0.352378654,0.063886865,0.188365142
SMARCB1,2154.155592,-0.153938764,0.088623789,0.063908621,0.188392476
RPS10-NUDT3,379.131616,-0.317385502,0.298467605,0.063928078,0.188413028
SPATS2L,2917.166247,-0.113388262,0.063260041,0.064079903,0.188789369
MFSD12,15862.23647,-0.162278481,0.095223003,0.064080792,0.188789369
UACA,581.9907738,0.194830452,0.118179163,0.064146307,0.188945495
CDH24,34.51095999,-0.316407592,0.287033117,0.064190358,0.189038349
RASSF7,629.2272761,-0.192138961,0.115934864,0.064208815,0.189055807
FBXO6,544.2924257,0.20120956,0.123152718,0.064260223,0.189170261
ALG1,1121.166987,-0.156406955,0.090478535,0.06430181,0.189232892
TRIM13,802.9965823,-0.127973512,0.072419399,0.064306579,0.189232892
GOLGA8H,152.0162431,0.228952915,0.147331121,0.064344489,0.189307533
SERTAD1,745.5992758,-0.168523524,0.098890301,0.06443227,0.18952884
PTX3,17.33345181,0.306981167,0.374122196,0.064503401,0.189691671
PDCD7,796.2343395,0.149454075,0.085860873,0.064512767,0.189691671
LPIN1,1060.365739,0.198908486,0.121740382,0.064804123,0.190511243
RPS3,20683.78876,0.120340747,0.066827071,0.06484251,0.190586965
C22orf39,732.5400478,-0.1333997,0.075731105,0.064957391,0.190887444
MROH7-TTC4,56.54409193,-0.299589269,0.242919128,0.065058752,0.191148086
ERAP2,1740.545068,0.166262577,0.098605301,0.065100649,0.191233949
ABRACL,1352.785929,0.172940455,0.102031406,0.065168244,0.191395252
RTRAF,1453.257335,0.18167272,0.108447184,0.065244328,0.191564094
UNC13B,1402.159914,-0.125029551,0.070763995,0.065251123,0.191564094
PHB2,3590.174979,0.120087358,0.067652062,0.065280245,0.191612313
SPHK1,2365.756522,-0.167959036,0.098967782,0.065483328,0.192153598
ZDHHC15,67.06748729,-0.282197067,0.212874926,0.065490123,0.192153598
RND2,14.1807242,0.2743913,0.38310637,0.06555093,0.19229462
MTATP6P1,11008.53125,-0.185868734,0.113653186,0.065583683,0.192316022
MPST,1603.00529,0.161092259,0.093864701,0.065583714,0.192316022
RNASEL,598.5513834,-0.153832027,0.089248988,0.065660013,0.192502352
AIMP1,1253.841439,0.153226409,0.088508882,0.065683481,0.192533746
GRIN3A,108.6148877,-0.24540238,0.165101798,0.065744545,0.192675313
YIF1A,1619.221774,-0.144652026,0.083298285,0.065858589,0.19297206
GHITM,7287.664446,0.11135345,0.061262951,0.065902227,0.193062435
PTPN6,10933.4076,0.168427708,0.099828719,0.066026109,0.193387807
TEC,281.4680335,0.20903026,0.131145208,0.066114491,0.193609095
USB1,1932.247273,-0.169091732,0.099960922,0.066127615,0.193609955
OAS1,7688.568352,0.139573479,0.080006139,0.066149623,0.193636821
GALNT10,1810.844211,-0.192542223,0.117516941,0.066300804,0.194030002
RBM4,1653.778088,-0.113220458,0.063744723,0.066309657,0.194030002
MAN1B1,3951.436727,-0.14001008,0.080321024,0.066462868,0.194420801
RAB18,1420.196484,0.169262119,0.099646208,0.06646898,0.194420801
ABCC1,3018.448975,0.131913827,0.075210031,0.066559272,0.194647172
ST13,6873.365208,0.149769303,0.086796193,0.06659409,0.194711261
FXYD2,96.94297387,0.260971725,0.184508326,0.066634871,0.194792756
PRORSD1P,73.97926208,0.288672871,0.226277516,0.066714647,0.19498819
CD109,2213.439738,0.139035308,0.079851583,0.066735316,0.195010827
WNT10B,45.07662627,-0.313759011,0.29827032,0.066802862,0.195170413
SLC15A2,73.44440571,-0.312774149,0.323419227,0.066840307,0.195242011
FSTL1,167.1268173,-0.260431376,0.183008135,0.066924324,0.195410661
IGSF3,49.71374645,-0.312414118,0.304935646,0.066935677,0.195410661
TMEM39A,745.9169078,-0.158499746,0.092941897,0.066936892,0.195410661
CYCS,3828.520753,0.159705491,0.093408543,0.06703584,0.195661669
KAT2A,1636.364054,0.147962741,0.085629188,0.067060018,0.195688688
LACTB2,671.1836471,0.149664217,0.086899069,0.067071034,0.195688688
TMEM177,97.26117312,0.251013056,0.173054517,0.067217754,0.196078854
RAB11FIP1,2370.092443,0.128442941,0.073182406,0.067416958,0.196621935
RNA5SP494,8.166093298,0.208961967,0.35281706,0.067515464,0.19687118
RAD52,298.5554346,0.213453536,0.135749139,0.067558171,0.196957652
RBMS3,16.85754585,0.247429707,0.371142522,0.067634164,0.197141111
ANKRD46,415.3824299,0.203705783,0.12737693,0.067678126,0.197218591
ZBTB4,3671.29272,0.122370773,0.069576026,0.067686884,0.197218591
BORCS8-MEF2B,92.74858331,-0.307329397,0.278543892,0.06771963,0.19727591
AGAP6,649.7422023,-0.166588494,0.098892212,0.067737055,0.197288586
LIN52,243.061459,0.229737948,0.150432497,0.067753416,0.197298157
ZNF638,2534.072689,0.132971024,0.076253971,0.067772598,0.197315937
TRIM59,320.7919739,-0.228294569,0.149500147,0.067797238,0.1973496
PIGH,500.5290702,0.174741048,0.104752134,0.06781069,0.197350687
ZNF688,547.5051144,-0.203320344,0.127284721,0.067857483,0.197416746
ZDHHC18,1600.392492,0.144574381,0.083717172,0.067859554,0.197416746
