,baseMean,log2FoldChange,lfcSE,pvalue,padj
NKRF,48.68206188,0.149369579,0.316776094,0.03907084,0.130436769
TRIM28,7751.731224,-0.182937915,0.095601291,0.039079167,0.130436769
SNRNP200,7337.647829,-0.136194326,0.068020255,0.03918203,0.130751179
FAM118B,449.0388549,-0.197359108,0.104794526,0.039313686,0.131161512
MRPS24,1202.574898,0.176494953,0.091786373,0.039354416,0.131240654
INAFM2,3222.553503,-0.137816906,0.069593901,0.039354802,0.131240654
ATAD2,1007.929638,-0.21622341,0.117662126,0.03946663,0.1315845
CAMSAP2,1643.512633,0.209191357,0.113043381,0.039502366,0.131648137
IQGAP1,13544.39944,-0.161316836,0.082902516,0.039503165,0.131648137
NOCT,119.1998748,0.285841468,0.173697425,0.039511996,0.131648493
UNC5A,120.1337901,-0.305265062,0.1933966,0.03955616,0.131752468
GOLM2,2073.384881,0.143348658,0.072589295,0.039562807,0.131752468
SLC25A43,489.287099,0.217834455,0.118760942,0.039569936,0.131752468
PPP3CA,1951.96526,-0.157845846,0.080914298,0.039578127,0.131752468
JTB,2845.868343,0.155633024,0.079626985,0.039605932,0.131792402
CSPG5,16.41525986,-0.378418433,0.46295648,0.039607591,0.131792402
RBM38,933.1446696,-0.231547415,0.128609666,0.039689056,0.132027716
USP24,2645.220745,0.201598826,0.10761067,0.039695808,0.132027716
NUTM2G,66.54095985,0.346491284,0.248692378,0.039768077,0.132238935
FAU,4561.368932,0.156329128,0.079466054,0.039778217,0.132243512
CHD8,3196.548768,-0.143475268,0.072862038,0.039802705,0.132265856
PINX1,225.2437207,0.246649543,0.140258328,0.039810436,0.132265856
CD226,40.37387658,0.380506565,0.418388544,0.039811234,0.132265856
GPAT3,248.834114,0.253247823,0.145696071,0.039832487,0.132295992
GNB4,5569.458706,-0.159675633,0.082738574,0.039837839,0.132295992
SEC14L2,197.192238,0.285981768,0.17560904,0.039924619,0.132555007
RWDD2A,405.2339955,0.200295706,0.107121035,0.039948919,0.132585121
ATXN7L3B,2144.020961,0.116691795,0.058360434,0.039951262,0.132585121
PKD1,1651.469539,-0.232805164,0.129341009,0.039964323,0.132599304
TBC1D5,1848.634876,0.177658574,0.092797571,0.039994451,0.132670096
EPHA10,7.428743368,-0.194763427,0.353910011,0.040020372,0.132726905
TESC,39.00032052,-0.371691804,0.298389201,0.040058221,0.132766923
FLRT1,26.15521412,0.386533829,0.342845359,0.04006435,0.132766923
CST3,12263.56039,-0.154378193,0.079071555,0.040064746,0.132766923
RFWD3,1011.983391,-0.186305766,0.098273135,0.040067632,0.132766923
GSTM1,150.2805802,-0.279318475,0.168014381,0.040146984,0.133000656
ZBTB40,1554.22797,0.153269834,0.078634772,0.040327585,0.133569635
XKRX,9.593804414,-0.327436132,0.478492973,0.040352963,0.133604105
ASNSD1,657.9009697,0.196108514,0.104668585,0.040360748,0.133604105
TNFSF12,1097.62742,0.202024416,0.108288182,0.040364554,0.133604105
ERO1B,472.7342326,0.187748995,0.099358628,0.040397035,0.133682294
TUBGCP3,1334.453945,-0.160213915,0.082771883,0.040411293,0.133700156
MINAR1,31.57687478,0.381355861,0.328262511,0.040422497,0.133701394
PRPF39,605.6870502,0.218588694,0.12010971,0.040429388,0.133701394
ARFGAP2,2777.770603,-0.13693472,0.069517575,0.040449105,0.133735286
PRKG1,12.71518586,0.224941372,0.377906659,0.040471124,0.133735286
IFITM3,3480.43429,-0.237381306,0.13522782,0.040475561,0.133735286
ILF2,2775.626709,-0.138991429,0.070649684,0.040481353,0.133735286
IMMP2L,107.274445,0.298129333,0.188084862,0.040483949,0.133735286
RAD1,504.4747827,0.210849998,0.114627906,0.040538165,0.133859286
MTMR2,1042.353665,0.202805484,0.108956089,0.040539227,0.133859286
KRR1,847.2699881,0.242850344,0.138125226,0.040660918,0.134206848
CFAP410,1142.039182,-0.166170626,0.087167863,0.040669881,0.134206848
LDB1,4413.860578,-0.185717216,0.098324909,0.040671167,0.134206848
ESCO2,297.7292139,-0.235413565,0.132403829,0.040683638,0.134218648
MAPK8,652.5638285,0.187021006,0.099031876,0.040743943,0.13438822
FAM200B,414.783159,0.203329415,0.109764176,0.040837718,0.134668087
SLC41A2,1155.221011,0.170460311,0.088976652,0.040868248,0.13473932
RCAN3,649.7700388,-0.250775115,0.144716311,0.040945786,0.134965469
SLX1B,1010.400118,-0.224748379,0.122699606,0.04096851,0.135010878
DDX10,572.6151976,0.187027903,0.099368794,0.0411455,0.135564542
TPI1,8623.472484,-0.142727932,0.073034812,0.04123203,0.13581998
ACAA1,2429.691859,-0.137061984,0.069964643,0.041243648,0.135828601
CDC34,1759.580621,0.16220892,0.084319076,0.041348979,0.136117001
BAG6,7861.319574,-0.179202845,0.094876475,0.04134926,0.136117001
ZMYND10,30.0293265,-0.381860951,0.349838254,0.041366257,0.136143254
ARL6,81.56026565,0.370998068,0.321839526,0.041391228,0.136195731
TRAC,36.56079501,-0.370359101,0.302398362,0.041419536,0.136236755
NIP7,802.5178287,0.178240896,0.094024186,0.041421752,0.136236755
ELOA,2094.741114,-0.135533242,0.068660387,0.041511933,0.136499162
PABIR2,1142.240326,-0.155010513,0.080147886,0.041519626,0.136499162
HS2ST1,2434.935578,-0.181323569,0.09629031,0.041604333,0.13674785
MAP3K6,534.0402543,-0.187117215,0.099657651,0.041633181,0.136812869
SLC27A5,173.8524096,0.274641713,0.166887167,0.041675502,0.136922127
ADSL,1502.531315,0.152434765,0.078665803,0.041730221,0.13707206
TIPRL,1010.170546,0.188286153,0.100479698,0.041749251,0.137104723
NARS1,7018.831596,0.121934903,0.061738433,0.041836405,0.137361043
NHERF2,58.3068377,-0.327148836,0.225449191,0.041868158,0.137435392
NCK1,2756.794171,-0.149681744,0.077219656,0.042016645,0.137877695
TMEM164,2255.900701,-0.15364952,0.079669408,0.042021174,0.137877695
CHTF8,2126.698355,-0.131857004,0.067323304,0.042031519,0.137881656
PCNP,3153.519753,0.145684918,0.075018277,0.042055363,0.137929891
HNRNPH2,2397.66427,0.142219712,0.073098489,0.0420935,0.13802497
SLC12A2,573.2367274,0.219534161,0.121983168,0.04214034,0.138148539
CLASP2,1465.604625,-0.189148058,0.101302855,0.042223986,0.138392692
H2AC11,16.1652204,-0.374192654,0.439754261,0.042246996,0.138438039
ATG5,820.1270314,0.177957498,0.094239082,0.042258986,0.138447263
SLC30A9,1706.508866,0.169436291,0.089147879,0.042298516,0.138546691
PLSCR3,562.5547987,-0.222027965,0.124495187,0.042330572,0.138621599
TCEAL1,593.1985191,0.189176434,0.101473555,0.042384745,0.138765451
BACE1,3685.275522,0.156406519,0.081268839,0.042392891,0.138765451
ADA,428.281107,0.189554564,0.101688336,0.042429364,0.138838491
CPSF7,2039.470064,-0.148120147,0.076616687,0.042433607,0.138838491
SPARC,22466.7383,-0.178633375,0.095303932,0.042446899,0.138851876
WRNIP1,1087.121442,0.132841951,0.067944285,0.042488224,0.138909615
FOSB,15.37369821,-0.365947874,0.447787194,0.042490917,0.138909615
PPID,829.3668387,0.172514076,0.091030941,0.042492166,0.138909615
ZBTB2,553.1251503,-0.190636956,0.10273521,0.042593285,0.13921002
SCN2A,74.91006464,0.340156821,0.249525083,0.042692248,0.139503254
CLN5,1439.257655,0.152249523,0.079022082,0.042744169,0.139642675
SLC25A32,617.3361712,0.180184731,0.095618516,0.042770023,0.139646602
SATB2,225.2514042,0.246371352,0.143185885,0.042771648,0.139646602
ARMC10,918.3520188,0.203141817,0.110743796,0.042773134,0.139646602
TRIM25,5519.841534,0.187104206,0.100140952,0.042812147,0.139698806
CD93,80.50197363,-0.367963147,0.306127867,0.042825179,0.139698806
PLEKHA1,1006.347909,-0.161617073,0.084667266,0.042825327,0.139698806
FAM50A,3522.852881,0.108049853,0.054593432,0.042826155,0.139698806
CEP192,853.7163157,-0.190277459,0.102439141,0.042836129,0.139701142
C6orf132,66.03850682,-0.355847102,0.285123572,0.042876928,0.139803987
FAM111B,257.8718245,-0.223053115,0.125088896,0.042950434,0.140013404
GDF6,9.596549865,-0.278847247,0.435335862,0.042964041,0.140027513
UPRT,523.0782891,0.176092625,0.093469564,0.042983484,0.140059602
WDTC1,2572.902027,-0.148255165,0.077037669,0.04299245,0.140059602
CD2,9.282274489,-0.250979271,0.408412603,0.043040541,0.140186006
SLC35F2,458.5353671,-0.201633266,0.110170615,0.043086297,0.140304751
SCAP,2810.486497,0.181614229,0.096560435,0.043144097,0.140462659
TPRA1,2400.552343,0.17243841,0.091241973,0.043162439,0.140492064
SHC4,40.41247395,0.373507384,0.371961872,0.043197768,0.140576733
SCFD2,412.74836,-0.181246386,0.096872214,0.043212776,0.140595256
TVP23B,854.8087902,0.178219167,0.095036407,0.043267099,0.140741653
NANP,346.0398694,0.189632922,0.102251642,0.043371257,0.141050059
CDYL,1447.666465,0.165426326,0.087233192,0.043388846,0.141076855
MBLAC2,192.0407612,0.245231947,0.142670845,0.043427689,0.141172733
MYL4,5.568742799,-0.231862506,0.389438904,0.043445449,0.141200048
USP48,1392.290979,0.148980798,0.07743115,0.043494944,0.141330471
TYK2,4031.828167,-0.16166787,0.084905205,0.043518913,0.14137791
SNAPC5,697.1302788,0.155415073,0.08124938,0.043556394,0.141469218
UCHL1,1849.266633,0.191764188,0.10303743,0.043566926,0.141472976
KCNC4,240.2037312,0.313173923,0.213590355,0.043596846,0.141539674
TFAM,864.5289017,0.177650594,0.094794048,0.043611,0.141555171
UPB1,21.10090204,0.361263431,0.430487258,0.043650646,0.141653386
HECTD4,2042.288243,-0.177657632,0.093987254,0.043699255,0.141780641
GTPBP10,448.9086866,0.280340911,0.175338727,0.043745672,0.14190073
PROS1,1117.850169,-0.170777667,0.090678392,0.043758417,0.141911564
FAM98B,660.8324182,0.192189252,0.104232967,0.04377278,0.141927642
TRA2B,2413.63017,-0.150752979,0.078757532,0.043804172,0.141998915
CLOCK,856.6430287,0.218494905,0.122463525,0.043830539,0.142053163
SRGAP2D,52.40041006,-0.342538917,0.257017932,0.043839734,0.142053163
ISG20,73.07973324,-0.34107963,0.254681115,0.043853834,0.142067011
ZBTB12,109.7861088,0.27549808,0.169995187,0.043862836,0.142067011
ZNF808,162.9489202,0.276147391,0.171568862,0.043904654,0.142171936
REPS1,1015.012776,0.178446081,0.095431709,0.043933462,0.142209806
ANKIB1,1396.00712,0.190419539,0.103207598,0.043935197,0.142209806
DNAJC5,7292.704161,-0.133380338,0.066530955,0.043958674,0.142255284
ZNF778,229.3840253,-0.375985879,0.347372195,0.044008938,0.14238741
ZNG1A,1158.519139,0.155803119,0.081610864,0.044120501,0.142697349
SQOR,5719.043731,0.169384236,0.08949501,0.044123647,0.142697349
FEN1,759.6642886,-0.1830656,0.098646662,0.044181478,0.142825104
HRH1,186.8464042,-0.290874937,0.186301616,0.04418208,0.142825104
KRT10,842.3668074,0.158919259,0.083634848,0.044223637,0.142928823
SYMPK,2740.01488,-0.191088423,0.104142592,0.044248406,0.142978254
ZNF146,1191.167735,0.218196195,0.123025659,0.044270525,0.143019102
EYA3,1081.672319,-0.179596718,0.096589942,0.04433821,0.143182939
KCTD5,2040.095842,0.145554848,0.075792582,0.044346642,0.143182939
MMP2,4724.657558,-0.17514885,0.093866595,0.044349706,0.143182939
L2HGDH,222.0432884,0.265006877,0.161173754,0.04442752,0.143403483
ATAD3B,877.5025975,0.209970186,0.116816449,0.044451006,0.143448605
DUSP16,623.6328696,-0.234146497,0.134742703,0.044478322,0.143480083
GNPDA2,333.7895357,0.221992817,0.125548075,0.044479777,0.143480083
ABCB1,12.3814484,-0.23798697,0.391342879,0.044583725,0.143784656
TIMP1,4757.315831,-0.194819112,0.10642318,0.044607684,0.143831188
KIFC3,4508.426725,0.126549276,0.065190034,0.044617223,0.143831212
SCG3,58.93160796,-0.315557802,0.216573364,0.044642077,0.14387796
TOP6BL,123.8145393,0.29432127,0.191355921,0.044650794,0.14387796
VPS9D1,1299.076124,-0.222736405,0.126288409,0.044761316,0.144182156
LRRC58,1818.278566,0.173812824,0.092835662,0.044764307,0.144182156
NNAT,43.30745575,-0.35523741,0.286368126,0.044806232,0.144265263
NHEJ1,301.3256918,0.292043962,0.189531491,0.044809231,0.144265263
NUFIP2,4680.845618,-0.229191942,0.131761129,0.045071038,0.145077209
EHBP1,352.9081815,0.219068155,0.124023944,0.045218085,0.145519494
ARL3,239.2702935,-0.20950384,0.117025161,0.045255296,0.145608192
STRADB,564.742761,0.18820536,0.102518296,0.045301609,0.145726132
ECPAS,4003.325644,0.167910006,0.089588159,0.045335664,0.145804598
SLA,5979.189261,-0.119537378,0.061120105,0.04544332,0.146119687
ARHGEF10L,5017.13204,0.130147442,0.068273436,0.045454169,0.146123436
UTP15,371.7635076,0.256192918,0.154545963,0.045470401,0.146144483
CFAP157,43.88356517,0.362387181,0.329435276,0.045491493,0.146181138
THAP9,77.83837809,-0.306620429,0.20762129,0.045572314,0.146409668
ZNF639,413.0014957,0.206367459,0.114900649,0.045594674,0.146450324
UGT3A1,23.47358957,0.35389333,0.412846266,0.045637159,0.146555592
MYO1D,2493.619511,-0.142774851,0.074725254,0.045658292,0.146592261
OR5AN1,18.60117053,0.350492475,0.433525829,0.04594971,0.147496515
RABL3,613.7522205,-0.168346583,0.090539684,0.046022647,0.147699221
FKBP10,93.19646334,-0.306051334,0.207834045,0.046147304,0.148035853
ACVR1B,1699.219476,0.135716672,0.071222002,0.046150506,0.148035853
NAT8L,521.5074797,-0.215924481,0.122391837,0.046156971,0.148035853
TIMELESS,1253.475531,-0.138182043,0.072358027,0.046186943,0.148100504
RPS14,8552.627329,0.156498706,0.082571356,0.04621851,0.14817024
KBTBD4,375.4318226,-0.214293929,0.12117673,0.046285101,0.148352203
SNRPD3,1865.409986,0.158106916,0.083845085,0.046312351,0.148392543
SMAD4,1618.207423,0.140348883,0.073547301,0.046323001,0.148392543
NDUFS7,2795.540144,-0.18801613,0.103321034,0.046327188,0.148392543
TMEM54,51.3430824,-0.339181429,0.25910439,0.046424341,0.148644229
RBM8A,2886.914731,0.13935121,0.07307054,0.046430116,0.148644229
CCL28,12.77661401,-0.296274784,0.438061416,0.046435315,0.148644229
CCNE1,188.5918436,-0.226825669,0.130849455,0.046476292,0.148743848
CCDC74B,16.40242594,-0.340726053,0.441307478,0.046543438,0.14892716
BMS1P20,670.1549136,0.154841218,0.082258376,0.046728769,0.149488474
ARHGAP18,4723.42797,-0.159457251,0.087030124,0.046753017,0.149534341
MALSU1,417.3522622,0.184500192,0.100908463,0.046794239,0.149628059
CHKA,1204.784631,0.170301559,0.091822669,0.04680215,0.149628059
HIGD2A,2020.749487,-0.133113129,0.069921516,0.046839457,0.149715614
GUCY1B1,36.21996413,-0.349844434,0.285288047,0.046877283,0.149804787
SERINC5,1420.272894,0.158592545,0.084601121,0.046895178,0.149830241
RTF1,2056.227624,0.165017729,0.088396218,0.047002953,0.150142795
GIPC3,141.0575825,-0.246119004,0.146836066,0.047086004,0.150376255
RMND5A,2232.921854,0.130893421,0.068455792,0.047116897,0.150443076
MAP3K15,13.74594494,-0.309398386,0.438684338,0.047130351,0.150454197
UBA5,1040.642596,-0.14725897,0.078298156,0.047159087,0.150514092
UTRN,2639.285416,0.166226272,0.089500501,0.047264834,0.150819698
VTI1B,3275.57552,0.128592226,0.067182268,0.047296029,0.150856338
GAR1,456.699694,0.20119533,0.112574073,0.047296311,0.150856338
RPL36AL,3190.223063,0.166810159,0.089837675,0.047352347,0.151003153
IGSF9,11.3878804,0.307040273,0.443617953,0.047366446,0.151016198
PPP5C,1784.494559,-0.149876899,0.079633973,0.04747614,0.151322881
SLX4IP,185.2239994,-0.244007177,0.14558868,0.047482693,0.151322881
UBB,24114.93052,0.14121244,0.074096002,0.047516012,0.151388692
EMB,40.96357071,-0.354229307,0.302897264,0.047523409,0.151388692
GCH1,200.3401106,-0.280773406,0.18050495,0.047568776,0.151501229
EPHX2,34.86984483,-0.357167692,0.315552443,0.047587796,0.151529826
EBNA1BP2,957.9891354,0.168110358,0.090825845,0.047647838,0.151689002
TSC2,2929.339866,-0.174428227,0.095045847,0.047688681,0.151787005
ATP1A4,9.860467931,0.20834192,0.361089777,0.047707938,0.151816277
PYGB,3416.279722,0.155070192,0.082842139,0.047730028,0.151854547
PLD1,1020.181496,0.201114824,0.112941309,0.047766558,0.151938736
RPL28,16975.80171,0.14117073,0.076147189,0.047827848,0.152101629
KLHL36,2076.867624,0.166011522,0.089538914,0.047855158,0.152156412
PDPK1,3031.598918,0.128528266,0.067384986,0.047914375,0.152284795
SUFU,1202.57482,-0.159856886,0.085844475,0.047915719,0.152284795
YPEL4,251.427687,0.216348146,0.123991809,0.047928282,0.152292647
TMEM260,433.6135972,-0.197075568,0.110100464,0.047967419,0.152384917
ELOVL3,20.9492833,0.343397026,0.426990778,0.048002827,0.152465306
CCDC107,768.7302884,0.158208779,0.084820818,0.048098763,0.152737865
SBF2,1435.156901,0.196420754,0.109833018,0.048128704,0.152771389
ZNF436,418.0427722,-0.188701133,0.104454903,0.048129568,0.152771389
SAXO4,74.84920204,-0.335903771,0.257687223,0.048251186,0.153125216
TNPO3,2595.929431,0.119482103,0.061889261,0.048281527,0.153189284
VTI1BP2,15.45702516,0.334616481,0.435973073,0.048299558,0.153214279
CC2D2A,205.0271858,-0.262690551,0.163306718,0.048310428,0.153216553
DUSP18,301.8467055,0.217052365,0.124901685,0.048414941,0.15351575
CCT2,2346.129158,0.144543611,0.076771847,0.048462379,0.153633888
STXBP3,1752.498957,0.162237815,0.087388754,0.04853649,0.153836511
GPR162,274.0108757,0.25771262,0.159478238,0.048554203,0.153860338
CCDC121,45.12782147,-0.346128665,0.286615697,0.048568352,0.153872859
CLN3,3636.279132,0.149216913,0.079648603,0.048601134,0.153944397
P4HTM,450.9731571,-0.223360267,0.129975178,0.04867107,0.154133568
CLDN7,708.6774083,-0.175550025,0.096165144,0.048702865,0.154201894
ANO5,60.64756891,0.336438361,0.267198432,0.048752586,0.15432694
MFSD6,933.7658168,0.155694044,0.083628625,0.048811933,0.154482399
EIF5A2,151.4384076,0.335333799,0.270742334,0.048840448,0.154540231
PARD3,162.6111021,0.26718129,0.169141916,0.048855566,0.154555658
BTF3,6658.453051,0.152066195,0.081374935,0.048875684,0.154572965
NUDT18,261.9495293,0.231160397,0.136294989,0.048885866,0.154572965
PITX2,23.38450488,-0.340079727,0.423494988,0.048891767,0.154572965
CHAD,115.7885632,0.296813931,0.201748454,0.048907271,0.154589593
WDR41,845.0388669,-0.18863817,0.104947504,0.048972117,0.154762144
SF3B2,5395.723574,-0.13955373,0.074621092,0.049049964,0.154975703
FAM3C,1159.356527,0.187798741,0.104293956,0.049063436,0.154985819
RPL18A,18219.32098,0.140822923,0.075619307,0.049134016,0.155176286
FOXK1,1713.496441,-0.162369859,0.088207499,0.049300817,0.155670501
RESF1,2229.872202,0.15571964,0.083843828,0.049313817,0.155678976
ADAM11,15.09358636,0.29671571,0.427254958,0.049429826,0.156012565
RPL4,25107.66072,0.131961697,0.069810016,0.049443249,0.156022297
AP3B2,56.92608841,-0.342861934,0.284846359,0.049498999,0.156165563
SYDE1,60.89034957,0.323051925,0.242191806,0.049511874,0.156173533
SIPA1L1,576.9535801,-0.234867525,0.139675764,0.049566288,0.156312495
MAN2A2,3034.558604,0.198282008,0.111981343,0.049615831,0.156436041
TIGD5,564.6987349,0.1986999,0.112248139,0.049647877,0.15650438
USP45,240.4834225,0.244302479,0.148424706,0.04967655,0.156562059
CIZ1,3373.204491,0.130276338,0.069315469,0.049734281,0.156687979
NR2C2AP,186.9201215,0.220982539,0.128855086,0.049737271,0.156687979
CRLF3,709.492348,-0.188500198,0.105271778,0.049753633,0.15668931
ATP6V1G2,16.25509375,-0.305279408,0.428099392,0.049758461,0.15668931
FAM174A,387.1690441,0.186354068,0.103846992,0.049816826,0.156783705
ST3GAL3,317.5188229,0.212428146,0.122423887,0.049818997,0.156783705
CCSAP,1769.261124,-0.139390999,0.074446632,0.049819607,0.156783705
SPATA6,62.98919861,-0.341821893,0.283624163,0.049836224,0.156803299
IDE,1230.012966,0.180864388,0.100421538,0.049849669,0.156812906
TNPO1,5872.500505,0.180073271,0.099686061,0.04990846,0.156942568
FBXO22,821.1929049,0.175380668,0.096504261,0.049921478,0.156942568
SLC4A1AP,1454.94288,-0.119032576,0.062588558,0.049922089,0.156942568
CHKB,1376.809536,0.158523005,0.085889484,0.049973517,0.157071521
AOC2,32.97552443,0.353036678,0.33614816,0.050139403,0.157560098
CDK2,482.5154961,-0.218527967,0.127380025,0.050157795,0.157585079
EXO1,137.9748522,-0.322281678,0.243250123,0.050193064,0.15766306
RHOBTB1,1713.879502,-0.203433533,0.11637764,0.050228984,0.157743051
ERLIN1,1215.774701,0.142077555,0.0761018,0.050261311,0.157811731
RAB15,73.6987022,-0.346125589,0.295430051,0.050302031,0.157906728
DENND10,1116.342195,0.13460877,0.071712667,0.050408554,0.15820821
ABCF2-H2BK1,341.6918054,0.215235863,0.124957409,0.050430549,0.158244329
ALDH7A1,1030.790632,-0.172419051,0.094922521,0.050475708,0.158353104
C13orf46,16.72454649,-0.277819124,0.413962624,0.050513261,0.158412066
ROGDI,778.9519102,-0.19577103,0.110860282,0.050515498,0.158412066
ISL2,10.97544154,-0.28735473,0.419471226,0.050613498,0.15868641
SAP30L,895.1442871,0.183820339,0.101965181,0.050708584,0.158951503
NEK1,313.315827,-0.188493212,0.105806998,0.050725198,0.158970558
ALPK3,5452.688955,0.185457806,0.105899832,0.050769398,0.159076042
MANF,1212.826135,-0.153994508,0.083659164,0.05082367,0.159213033
CTSH,6363.778567,0.137365124,0.071824545,0.050901323,0.159423198
NFIA,115.9864728,0.295987949,0.206643919,0.050959021,0.159570786
B4GALNT3,30.59019392,-0.347643616,0.313852775,0.05097561,0.159589616
C22orf23,326.5711092,0.198162923,0.112725704,0.051007485,0.159631006
PAQR6,56.28352796,-0.317162026,0.236029993,0.051009988,0.159631006
DPPA4,9.999224082,-0.238844072,0.385875032,0.051044425,0.159705654
XKR6,173.2378155,-0.224692558,0.132875073,0.051058004,0.159715024
AKIRIN1,3410.946004,0.112570132,0.059431794,0.051144395,0.159952107
FARP1,4973.769827,-0.159642454,0.086442305,0.051223682,0.16016688
ABCA9,67.83923746,-0.330943297,0.263995506,0.051331207,0.16046984
PTRH1,314.527976,0.24524651,0.150636925,0.051386987,0.160593811
POU5F1,15.34666728,-0.301025565,0.423487045,0.051392148,0.160593811
ASB8,880.4382963,-0.182211308,0.101821846,0.051410312,0.160602966
CALN1,11.3710655,0.288309834,0.424289376,0.051416364,0.160602966
NDUFB4,1414.79604,0.164783842,0.09043323,0.051427212,0.160603606
PARP11,411.4762565,-0.188839694,0.106543924,0.051611584,0.161146039
CEP85L,178.409414,-0.270226781,0.175297689,0.051701637,0.161393814
PNPLA1,12.88477844,0.305919645,0.423701009,0.051829888,0.161760704
TTC7B,1680.559229,0.161977367,0.08893177,0.051848092,0.161784059
SLC45A4,924.5923367,-0.187656992,0.106010576,0.051939324,0.162001901
TMEM106C,590.1977753,-0.186286084,0.104964348,0.051939377,0.162001901
APBA3,536.8942043,-0.235889174,0.142960734,0.051979528,0.162072575
CASTOR2,421.1517622,-0.214319907,0.125438877,0.051983517,0.162072575
GTF2I,9881.883995,-0.11468364,0.060780261,0.052007078,0.16211254
PSMB10,2636.176641,0.141463613,0.076293458,0.052048378,0.162207771
MAPK1,4302.567644,-0.158601826,0.086380675,0.052064731,0.162225229
RPL23A,4390.164432,0.171895393,0.094815523,0.052107136,0.162319501
NECTIN1,417.8172359,0.236864105,0.144012056,0.0521165,0.162319501
ZNF274,764.2318134,0.152049979,0.082776664,0.052248685,0.162697618
TMEM59,4004.79842,0.125969416,0.06693172,0.052411996,0.163172482
MAIP1,348.9763625,0.210990498,0.123113372,0.052456988,0.163264374
OAZ2,1588.479893,-0.127910582,0.068555269,0.052463151,0.163264374
RUFY2,285.4387019,0.209712035,0.122303774,0.052478378,0.163278086
PDLIM1,49.75391893,-0.313305324,0.232905305,0.052729979,0.164027083
ITGAE,452.4926684,0.193941716,0.110740429,0.052752174,0.164062305
PCSK5,932.134978,0.197600908,0.113104266,0.052803744,0.164186811
VAV3,761.8258894,-0.19375109,0.110820746,0.052813968,0.164186811
HPS3,1018.722708,-0.193527679,0.110776583,0.053034368,0.164838026
SLC39A6,1225.544567,0.159925698,0.088107828,0.053078274,0.164940517
COL22A1,382.7132139,0.186344253,0.105667689,0.053130044,0.1650674
MX2,2339.303252,-0.236503265,0.144368368,0.053151902,0.165101319
TGFBR3,38.66880347,0.342254957,0.327822308,0.053171663,0.165128708
RALB,2735.600123,0.125946166,0.067995197,0.053184056,0.165133212
PGAP1,192.6092544,-0.268946211,0.175737384,0.053240824,0.165275465
GNAS,36555.9293,-0.128602342,0.070497221,0.053254328,0.165283384
MAT2A,5993.296287,0.1005266,0.053055518,0.053294241,0.165373246
CSNK1G1,957.5826944,0.188711168,0.107339508,0.053332481,0.165457881
MDM1,318.8882223,0.25597515,0.163407972,0.053379093,0.165515268
CBX3,4155.8004,0.145886112,0.07976359,0.053381397,0.165515268
TJAP1,1007.095131,0.146389331,0.079766913,0.053387518,0.165515268
SPCS3,3606.586005,-0.099370265,0.052883335,0.053394852,0.165515268
RHBG,15.14595338,0.284966852,0.406945824,0.053446128,0.165640188
NAMPTP1,37.64518794,0.342218146,0.320911959,0.053501261,0.165777009
MFAP2,15.73205134,-0.304858818,0.417523003,0.05354347,0.165873734
RBM6,1919.360548,0.161177479,0.089243446,0.053601455,0.166019283
C18orf54,157.4072619,-0.253287221,0.160123384,0.053630867,0.166076295
HCAR3,51.09519663,-0.327705415,0.267126743,0.053669393,0.166157083
TMEM74B,48.24427515,0.329240751,0.271606066,0.053683867,0.166157083
LANCL2,487.1431964,-0.252442901,0.159556755,0.053689989,0.166157083
VPS26C,2796.91233,0.138899958,0.075492054,0.053706033,0.166172654
FBLN5,24.42598194,-0.336129782,0.375529419,0.053727285,0.166204332
TRMT1,1090.307586,0.181673634,0.102782692,0.053744543,0.166223644
TTC34,138.3787893,0.267411138,0.175375739,0.053989659,0.166931464
DUOX1,28.65593471,0.283163929,0.404266408,0.054001962,0.166931464
SPIB,19.60631531,-0.2859099,0.406922733,0.054006588,0.166931464
DNAJC25,497.2997897,0.165174947,0.091900056,0.054072282,0.167070063
SLC52A1,8.44307289,0.238077468,0.383746931,0.054073571,0.167070063
OBI1,359.1048311,0.201226881,0.116873248,0.05408708,0.167077592
RIC8B,256.3316702,0.245162256,0.153692653,0.05415608,0.167256496
ANKRD34A,23.8132156,-0.339372091,0.369112193,0.054321186,0.167732084
OSTC,1750.654534,0.153676687,0.084762985,0.054336125,0.167743887
CCDC174,662.5386799,0.196884126,0.113989386,0.054384897,0.167845833
PRRC2C,8623.61498,0.12376115,0.067537458,0.054391393,0.167845833
ST7,810.0979979,0.166407729,0.092849626,0.054411547,0.167873696
PTPDC1,265.340816,0.232554842,0.1424068,0.054473983,0.168031971
GCSH,312.5611958,0.241709171,0.150581759,0.054490313,0.168047993
SIAE,926.5888108,-0.158967389,0.088325077,0.054676678,0.168555758
RNASEK,6996.187376,0.130389166,0.070145336,0.054677299,0.168555758
OAF,461.4942644,-0.207259891,0.12184513,0.054747683,0.168662792
WDR74,803.1851586,0.145055336,0.079504747,0.054748619,0.168662792
SZRD1,5084.135303,-0.113038525,0.060650191,0.054752082,0.168662792
FAM241B,131.8343592,0.239970655,0.148983806,0.054756727,0.168662792
ACYP1,140.9257634,0.252928017,0.161540955,0.054858585,0.168936566
UBR3,1727.041109,0.168858049,0.094565192,0.054867999,0.168936566
TRIM47,1071.092035,-0.174061492,0.098123162,0.05489073,0.168972075
MLIP,8.902597752,-0.200129795,0.351221644,0.054937036,0.169080128
