,baseMean,log2FoldChange,lfcSE,pvalue,padj
ZNF581,555.3017684,-0.236321472,0.121513199,0.005472287,0.040278175
RBM12B,551.5050415,0.239558295,0.12633061,0.005481653,0.040323897
ARAP1,24498.7922,-0.148855997,0.064562022,0.00549602,0.040406336
TIMM23,1064.287209,0.169486828,0.076026202,0.005500654,0.040417163
APOC1,33349.86486,-0.144610577,0.061640484,0.005527229,0.040589099
AHCY,4714.745614,-0.111202003,0.044287776,0.005534894,0.040622052
FAM229B,10.8761345,-0.047957122,0.118976861,0.005543875,NA
RBFA,375.596035,0.211722181,0.105039384,0.005548845,0.040701081
NCS1,1424.248209,0.197831418,0.095076082,0.005564252,0.04076216
PLK3,1721.849538,0.182073505,0.084250426,0.005565056,0.04076216
MBTPS2,895.1491999,0.172693466,0.07821689,0.005568237,0.04076216
PCNX1,3267.088209,0.136666309,0.05703973,0.005572682,0.04076216
SLIRP,427.8505594,0.222946008,0.113492493,0.005573113,0.04076216
NOL10,620.394174,0.188111553,0.088308428,0.005579591,0.040786203
MST1,222.7657562,-0.302075569,0.181918573,0.005588729,0.040829656
SH3GL1P3,41.41303947,-0.456839248,0.370603149,0.005594294,0.040846971
FST,51.20417736,-0.133179763,0.280776303,0.005598864,0.04085701
PLPPR2,168.7549208,-0.324648902,0.205345324,0.005607359,0.040884017
DIMT1,492.3691735,0.21643236,0.109054729,0.005608961,0.040884017
TBPL1,242.1825226,0.258412893,0.143157233,0.005615725,0.040909996
ACVRL1,817.2722505,0.216324364,0.108647012,0.005620318,0.040920137
RIN3,4008.518116,-0.204828224,0.099865767,0.005639067,0.041013925
SLC46A1,1193.459225,-0.211824158,0.103917648,0.005640767,0.041013925
NT5C2,2552.459712,0.178361178,0.081281129,0.005642823,0.041013925
NOL7,1690.34921,0.157460796,0.06921991,0.005663653,0.041112947
PARP2,629.6138064,0.211616404,0.104833501,0.005664334,0.041112947
CES4A,309.6374502,-0.292978212,0.173933893,0.005666094,0.041112947
KCNIP3,210.4943877,-0.274806601,0.157073599,0.005675679,0.041144967
HOXB6,976.8207904,-0.170261572,0.076676388,0.005678235,0.041144967
ZFAND3,2921.637462,-0.15536321,0.067672619,0.005684515,0.041144967
USP9Y,106.3079857,0.345364247,0.233535377,0.005685944,0.041144967
PLTP,16942.31581,-0.135468841,0.056725449,0.005686598,0.041144967
NUP58,1179.775427,0.174739489,0.079944875,0.005713993,0.041319797
SP140,153.0226215,0.37872398,0.287164766,0.005717369,0.041320836
STK4,3200.572991,0.105416297,0.041709733,0.005748783,0.041524405
P4HA3,97.8633218,-0.34339915,0.232515783,0.005804669,0.041904403
USP53,807.4046933,0.23519225,0.125114276,0.005819433,0.041987274
ARPC2,19713.79342,0.107663559,0.043919495,0.005827118,0.042019012
RPS21,3965.07806,0.165671326,0.074550158,0.005833633,0.042042276
PIK3R2,2504.042693,-0.158083169,0.069932741,0.005859011,0.042201383
MORF4L1,7734.279175,0.133327482,0.055924595,0.00589421,0.042431009
CELF6,194.8468456,-0.339592026,0.225877482,0.005901482,0.04245945
KPNA4,2872.534625,0.141125621,0.060155367,0.005918208,0.042505617
AKT1,4676.648636,-0.125108139,0.051602143,0.005918306,0.042505617
G6PC3,2413.936815,-0.152270423,0.066421096,0.005918372,0.042505617
LMF2,2761.773103,-0.164531732,0.073913965,0.005921411,0.042505617
PHLDA1,2263.401771,0.155893347,0.068714904,0.005924522,0.042505617
SLC40A1,158.5294234,-0.373363896,0.268665294,0.005936585,0.042568277
ACSF2,2076.706388,-0.134996005,0.056950396,0.005951689,0.042643707
ISOC2,1095.533417,-0.16980812,0.07720682,0.005953775,0.042643707
OS9,15527.15637,-0.141024774,0.060301477,0.005958438,0.042653206
TBRG1,1835.597397,-0.174174506,0.079980761,0.005971955,0.042713846
CRTC2,1696.269581,-0.157659436,0.06988093,0.005973591,0.042713846
SASH3,5062.770224,-0.109277195,0.043937427,0.006003581,0.042863631
AAK1,2664.087605,-0.149903772,0.064985267,0.006004175,0.042863631
SSBP1,1540.333319,0.175916317,0.081267135,0.006004596,0.042863631
SOCS3,594.0109104,0.24876059,0.138686212,0.006014263,0.042908679
PSMB9,1014.718561,0.225228763,0.118007515,0.006022081,0.042940494
CCL18,308.1355267,0.249799019,0.138972313,0.006054721,0.043149171
POMGNT2,339.7003729,-0.20454127,0.101285854,0.006060738,0.043167984
SRPK1,703.163243,0.249945037,0.139567294,0.00607099,0.043186325
PCBD2,671.8158728,0.197640538,0.096755086,0.006073539,0.043186325
PABPC4,7611.437573,-0.148606277,0.064571501,0.006074071,0.043186325
PPIL1,614.5262374,0.21705073,0.111874373,0.006076824,0.043186325
CD55,1137.994729,0.213485723,0.103754624,0.006082433,0.043202167
ACOT11,1005.950897,-0.154632146,0.068169071,0.006091313,0.043217375
POLR3B,394.2121431,0.267898799,0.157303379,0.006093959,0.043217375
SLC52A2,2090.311879,-0.161345041,0.072252354,0.006094715,0.043217375
SOS2,1543.0978,-0.137048778,0.058142741,0.006108022,0.043287726
SLC18A2,19.72241018,0.599618809,0.784304692,0.006131651,NA
ALKBH1,336.5931892,-0.20741144,0.10402544,0.006155897,0.043602852
GPA33,54.40721456,-0.41298132,0.334786252,0.006159874,0.043606862
LRRC3,371.588419,-0.21220021,0.107270849,0.006163622,0.043609247
CSF2RA,725.334828,-0.200056023,0.098594539,0.006167606,0.0436133
MREG,1901.80191,0.205707878,0.103315008,0.006175429,0.043644475
PTPN22,1035.890757,0.20132555,0.099919967,0.006179091,0.043646233
ITGA4,1527.774817,0.174513462,0.081093453,0.006182796,0.043648288
POLR2B,2979.047365,0.131979428,0.055635802,0.006195483,0.043713717
FAT3,11.02816602,-0.043581567,0.116016549,0.006198735,NA
PSMC5,3049.447541,0.13051607,0.054859866,0.006220974,0.04386936
NCF1,1636.347956,0.239259091,0.131042922,0.006237219,0.043959669
GNB2,7246.133077,-0.113593484,0.046419409,0.006245156,0.043984315
KLF9,405.9559556,0.189156901,0.091242817,0.006247922,0.043984315
SARNP,1186.851099,0.166601705,0.076141737,0.006251036,0.043984315
ARID3A,3936.062227,-0.210755117,0.11100223,0.006260277,0.044025104
DELE1,1998.814022,-0.151184603,0.06652711,0.006302928,0.044300678
TMC6,7384.519305,-0.17068007,0.077772155,0.006320007,0.044396316
MTSS1,1613.700071,-0.170928163,0.079164559,0.006326208,0.044415473
ZNF638,2472.065992,0.160211853,0.072273556,0.006329703,0.044415615
SETD7,2788.410083,0.138456593,0.059199887,0.00633425,0.044423138
NDUFV1,4151.702824,-0.115013331,0.047202537,0.006340879,0.04444525
DCTN6,943.7750717,0.166350829,0.076428832,0.006362888,0.044575078
MED29,1505.26435,-0.157127604,0.070387505,0.006367253,0.044581231
ATPAF2,1055.975902,-0.160064659,0.072115183,0.006373019,0.04458502
PSMA2,2101.557733,0.155686132,0.069592074,0.006374769,0.04458502
CD99L2,2164.495886,-0.143515655,0.06229187,0.006385708,0.04463711
PLVAP,35.73932912,-0.476631004,0.524747786,0.00640046,0.044715781
FAM89B,1837.429987,-0.176747537,0.083087163,0.006415184,0.044794168
SRGN,1735.225482,0.220791698,0.1171092,0.006422373,0.04481989
LACC1,2871.412909,0.182848493,0.087558328,0.006436185,0.044891774
SPSB3,863.0766978,-0.201093134,0.100110771,0.006449713,0.044961602
ELF2,784.9324365,-0.165085243,0.075499273,0.006457171,0.044989065
RTN3,6026.04686,-0.170282681,0.079569629,0.006475478,0.045092041
SCARF1,582.6022677,0.209160617,0.107200383,0.006479929,0.045098472
CRYBG1,1573.861614,0.208036279,0.106577712,0.006499465,0.045209829
N4BP1,2379.793469,0.189031653,0.092911954,0.006527819,0.045378424
HBS1L,991.5371865,0.161020977,0.073317082,0.006530802,0.045378424
MCOLN2,251.3187753,0.296054871,0.193027872,0.006541796,0.045430127
FOXO1,448.5047873,-0.232986254,0.126464154,0.00655006,0.04546282
POLR2K,1019.216507,0.154433057,0.069295098,0.00660534,0.045821633
MYL12B,4396.52537,0.182433517,0.087595431,0.006616332,0.045872996
NME7,265.8149738,0.240256142,0.134197823,0.006624233,0.045890071
SHMT1,501.1747495,-0.214234064,0.11109112,0.006625974,0.045890071
PROCR,3035.797259,0.190970383,0.093926265,0.006668754,0.046133103
BZW1,4144.425843,0.1462168,0.064386782,0.006670959,0.046133103
RAPGEF1,13176.82303,0.11813539,0.05051135,0.006672944,0.046133103
GUCY1A1,124.3131341,-0.315073212,0.214465677,0.006675498,0.046133103
DSC2,2498.236633,-0.127976962,0.053806147,0.006680636,0.046143669
PCMT1,2087.527059,0.144509687,0.063768704,0.006693774,0.046177833
PRR5L,659.8836176,-0.199655844,0.100106664,0.006694314,0.046177833
COL8A2,2171.330383,-0.18219881,0.087136799,0.006696418,0.046177833
LCP2,5271.85653,0.152704341,0.068726147,0.006706926,0.046225366
PDCD10,1353.66767,0.185749874,0.089560843,0.006712764,0.046225387
RBM42,2781.872498,-0.165168429,0.075760402,0.006714457,0.046225387
IL18BP,378.6752764,-0.250001476,0.142777831,0.006718086,0.046225387
SPN,5291.634973,-0.171006132,0.078494369,0.006721392,0.046225387
NAA25,1075.657691,0.173399953,0.081822456,0.006738459,0.046317848
AP1G1,3088.71389,-0.143505281,0.062922235,0.006748326,0.046357471
POU3F1,73.7994875,-0.43946954,0.430575644,0.006755276,0.046357471
H2AZ1,6984.130275,0.133206458,0.057462112,0.006757208,0.046357471
ITSN1,1106.216284,-0.167477537,0.077651766,0.006758727,0.046357471
PCBP1,10462.25646,-0.087583985,0.034582691,0.006766594,0.046386542
MCAM,28.603528,-0.054893338,0.124109282,0.006777315,NA
CCDC90B,936.8006192,0.160399039,0.073635637,0.006797787,0.046540454
OLIG2,138.9413855,0.315698556,0.221195341,0.006798995,0.046540454
TMEM126A,469.9198864,0.2012983,0.1021798,0.006799966,0.046540454
FDX1,3274.335667,0.15900416,0.072533232,0.006812016,0.046597884
SLC35A5,787.3652996,0.173447375,0.081955334,0.006815647,0.046597884
TOR2A,1053.219531,-0.180519832,0.087079504,0.00684385,0.046765697
VASN,237.4619109,-0.295094677,0.19052084,0.006884731,0.047019918
MAPK1IP1L,2026.77508,-0.233031554,0.129095274,0.006893992,0.047056857
MAGOHB,181.2787676,0.269156891,0.164748817,0.006897501,0.047056857
BCL2,430.0385824,0.20033547,0.102072541,0.006945842,0.047361383
MPG,1095.651366,-0.150132258,0.067208856,0.00695233,0.047380355
CRELD2,1011.161913,-0.145556128,0.064396218,0.007004937,0.047713437
ZC3H11A,2591.157159,0.130068027,0.055788769,0.007042455,0.047943441
ZEB1,50.06885693,0.10780213,0.197871196,0.007049926,0.047968762
GRAMD1A,2915.384433,-0.147930203,0.06604012,0.007069341,0.048075282
TGFBI,29845.02489,0.141170508,0.06192412,0.007102271,0.048251267
CDK3,136.1256399,-0.286594254,0.18527883,0.007102768,0.048251267
AMDHD1,375.2019173,-0.283012882,0.180513958,0.007125011,0.048376665
ZNF587B,345.4422889,0.224532324,0.12272604,0.007129894,0.048384129
APC2,103.4784084,-0.298006145,0.199633131,0.007155119,0.048529547
NLRP3,805.8810687,0.187806277,0.093358171,0.007172703,0.048623012
RBBP9,355.5775722,0.203402817,0.104851791,0.007196963,0.048761616
TMEM150B,336.2287582,-0.232918696,0.131488979,0.00722459,0.04890988
TMEM175,1107.647247,-0.199469724,0.10153646,0.007226497,0.04890988
PCYOX1,1503.446633,-0.164135707,0.076595484,0.007259441,0.049106854
CHCHD4,384.1560758,0.202503643,0.104541615,0.007275036,0.049171583
CSTF3,863.5363737,0.193635643,0.098184811,0.007278311,0.049171583
ZNF385B,35.12065229,-0.427960262,0.533063457,0.007280548,0.049171583
CHST13,136.9083756,-0.293628524,0.195819593,0.007327637,0.049463484
RCN2,819.5267308,0.183039886,0.090313319,0.007349944,0.049587882
PFKP,7492.700643,-0.124201783,0.052924565,0.007380227,0.049765929
H2AC19,710.531323,0.216191789,0.117270981,0.00738754,0.049788981
RGMB,344.7458924,0.225433574,0.1253266,0.007404158,0.049874687
RGL3,660.4820119,-0.292769064,0.195575804,0.007430768,0.050020959
OBSL1,1093.285859,-0.175871809,0.0852772,0.007433698,0.050020959
CUTA,1979.035171,-0.146336466,0.065660622,0.007437994,0.050023545
MRNIP,751.2335781,-0.14762014,0.06653876,0.007478665,0.050270624
NIPA2,2396.710637,0.141738488,0.063143629,0.007485247,0.050288432
MRPS23,1224.734542,0.146261836,0.065873288,0.0074938,0.05031945
ZMYND15,884.5732719,-0.178919595,0.087999186,0.007521319,0.050477725
HCFC2,357.6908722,-0.223026507,0.125386494,0.007540806,0.050581953
AMFR,2780.125679,-0.14833662,0.066618346,0.007564913,0.050717052
EGR2,2808.341676,-0.164176596,0.077344192,0.007577261,0.050773208
SERPINH1,1567.630045,-0.151315489,0.068746143,0.007586594,0.050809116
RABGGTB,1985.50836,0.152957051,0.070295829,0.007619618,0.05100357
GNPDA2,329.7660945,0.224664144,0.12581701,0.007650841,0.051162811
NMT2,292.5382076,0.245311405,0.146483734,0.007652656,0.051162811
PRAG1,1753.780234,-0.168559114,0.081035581,0.007655413,0.051162811
SOX4,890.2611663,0.175564929,0.085718723,0.007664122,0.051194253
DENND4C,3341.185052,-0.14753694,0.06732293,0.007699793,0.051405667
PTK2,905.5691834,0.242002676,0.144014992,0.007718011,0.051500403
RPS6KA4,3665.843887,-0.182820096,0.090789,0.007731708,0.051543228
FFAR4,1831.498967,-0.242345154,0.142968699,0.007732492,0.051543228
SHC1,2683.165862,-0.166761663,0.079508558,0.007746289,0.051608286
RBL1,520.3383636,0.203027773,0.107148852,0.007763761,0.051688358
UBE2W,1295.7012,0.178147822,0.087890523,0.007766904,0.051688358
CREG1,8601.474154,-0.116656994,0.049255583,0.007770436,0.051688358
MED22,1079.158264,0.150311954,0.06888482,0.007792285,0.051806738
HPGD,344.8486103,0.259715057,0.164133923,0.007811719,0.051908957
YES1,694.4780368,0.207663512,0.112127706,0.007828256,0.05199182
EIF2S2,4285.40265,0.17145502,0.084073766,0.007852671,0.052113099
TEP1,3240.827391,-0.179585425,0.089335673,0.007855517,0.052113099
FGFR1,5289.791717,-0.145133609,0.066220667,0.007858745,0.052113099
GM2A,22757.03458,-0.096121094,0.040142204,0.007864798,0.0521262
CIC,3827.131905,-0.184958832,0.093826525,0.007894439,0.052295548
DNAJB12,2580.720977,-0.132222458,0.057985179,0.00790588,0.052319773
GRIK4,41.51432868,-0.383449358,0.438339257,0.007906281,0.052319773
H1-0,4139.092309,0.153196342,0.070979342,0.007921477,0.052393213
SLC25A43,490.3385691,0.18102298,0.090378596,0.007928829,0.052414728
LZTS3,238.6961524,0.214991831,0.116933868,0.007936211,0.052436412
SDC4,1244.421143,0.154886461,0.072162167,0.007943906,0.052456357
PRR13,4314.245405,-0.112862086,0.047574176,0.007947436,0.052456357
GIGYF1,3345.276147,-0.208857155,0.114374647,0.007954773,0.052477696
NACC2,1211.745953,-0.156125196,0.072851528,0.007976285,0.052592471
MRC1,15917.72796,-0.15757112,0.075823349,0.00798151,0.052599794
FBN1,121.5300901,-0.378351578,0.40164018,0.007986846,0.052607843
DALRD3,678.9926811,-0.177237856,0.087547789,0.007996378,0.052643506
CCND3,1202.361969,0.190762179,0.097624631,0.008005352,0.052675466
SCPEP1,4662.269405,-0.110615994,0.046471778,0.008035063,0.052804469
GMDS,190.4668557,-0.24850051,0.151595944,0.008036747,0.052804469
YBX1,35995.56664,-0.107877023,0.044666431,0.008039399,0.052804469
FMNL2,7504.16907,0.127406021,0.055047344,0.008041478,0.052804469
ATAD3A,1301.650665,0.147545843,0.067630783,0.008055888,0.052871937
PSMA7,6108.499699,0.110450973,0.046419636,0.008061317,0.052880422
CDKN2C,1166.32608,-0.161417838,0.076347363,0.008080925,0.05298186
SCUBE2,39.64286585,0.131560759,0.261944672,0.008089378,0.053010098
COX7A2,2149.894184,0.170518151,0.083243928,0.00812059,0.05318737
TSPAN4,2185.928613,-0.114662,0.048494211,0.008135533,0.053257954
ATP2B2,216.1814518,0.253446724,0.159300659,0.008147118,0.053306499
EARS2,538.5760192,0.168520919,0.08202933,0.008153001,0.053317709
NUDT4,1517.783494,0.192355894,0.100208003,0.008199764,0.053569401
LRRC4,549.3453855,-0.251464394,0.155776685,0.008199868,0.053569401
PFDN6,751.5892305,0.170327211,0.083291227,0.008204404,0.053571659
PNPLA7,2087.500893,-0.220194307,0.124310804,0.008224084,0.053637557
RPL35,8294.120651,0.13455934,0.059964385,0.008225216,0.053637557
SUCNR1,2000.233024,0.165639507,0.080012266,0.008227082,0.053637557
TMEM143,351.7923361,-0.25042737,0.15490999,0.008255272,0.053791801
DMAP1,841.2021585,-0.193382152,0.100701305,0.008259156,0.053791801
MT-CO1,374620.6669,-0.119913582,0.054017896,0.008271464,0.053844533
SMAD6,1702.219582,-0.167428599,0.081230695,0.00830972,0.054054056
HELLS,464.509208,0.205932821,0.112133887,0.008314169,0.054054056
ANKRD39,250.0822343,0.219982803,0.124666796,0.008316334,0.054054056
TMX2,1940.137442,0.134003507,0.059856653,0.008341887,0.054192592
TMEM134,588.3314145,-0.220919424,0.125026528,0.008357122,0.054244455
SHKBP1,3094.796357,-0.189316469,0.09758096,0.008365181,0.054244455
TNS2,732.7916042,-0.26068584,0.167239013,0.008366385,0.054244455
FLT1,384.4285561,0.217657332,0.12302021,0.008366841,0.054244455
MAN2B1,29257.80162,-0.123956426,0.054279799,0.008373163,0.054257926
B4GALT1,4542.057724,0.11159855,0.047360989,0.0084232,0.054554513
PTPRH,95.18785457,0.319018554,0.274974814,0.008441411,0.054644779
ALDH1A1,583.9597844,-0.229487816,0.133425036,0.008448884,0.054665477
CTSH,6412.925277,0.128322168,0.056242736,0.008462807,0.054722873
CASZ1,43.28442608,-0.089400127,0.163284228,0.008468123,0.054722873
ACY1,595.8186744,-0.220222299,0.124225491,0.008470596,0.054722873
DDX39B,6204.933645,0.133811746,0.059817894,0.008479488,0.054742008
S100A4,12147.91583,0.154965216,0.073192805,0.008482121,0.054742008
NNT,3092.639839,-0.123803277,0.054150987,0.008515843,0.054931915
SELENOS,1019.664613,0.162990016,0.078747982,0.00853601,0.05502831
CDADC1,169.3443894,0.271730129,0.187041849,0.008546802,0.05502831
TANK,1735.41795,0.170201207,0.084031458,0.00854784,0.05502831
CALM1,14979.96223,-0.124615,0.054738113,0.008548003,0.05502831
PPM1K,1416.482342,-0.166954013,0.081355839,0.008554366,0.055041555
MINK1,20664.09839,-0.184913277,0.094834796,0.008560799,0.05504461
TRMT11,342.5088973,0.217452505,0.123737809,0.008563452,0.05504461
TMEM62,772.9507988,0.170563209,0.084322535,0.008590658,0.055191743
XPO6,3766.058997,0.125538603,0.05499948,0.008602508,0.055225536
CAMP,201.7977043,-0.257987505,0.165729801,0.008604558,0.055225536
EIF3FP3,22.56916496,-0.113702803,0.210667826,0.008607155,NA
STBD1,334.1190092,0.22851359,0.13537209,0.008618503,0.055287289
PNO1,458.0479393,0.205477911,0.113126678,0.008654718,0.05549176
MED16,1260.695838,-0.199459278,0.107008494,0.008686662,0.055668661
IPO7,4737.356546,0.144123056,0.066406779,0.008700528,0.055729586
QPRT,3055.132702,-0.180562282,0.091171666,0.008710192,0.055763546
ZNF746,1157.83017,-0.182769853,0.094781028,0.008736444,0.055903619
FASTKD2,701.1832803,0.194684044,0.103928895,0.008753998,0.055987925
DTYMK,1087.160765,0.135360477,0.061076118,0.008760214,0.055999668
MT1F,212.3676467,-0.281621323,0.2022945,0.008787063,0.056112394
JAG2,158.6217503,-0.294341672,0.220030475,0.008787808,0.056112394
HNRNPA3,8434.374648,0.151098239,0.071165716,0.008791015,0.056112394
SNRPB,3641.961161,0.12296429,0.053874374,0.008797579,0.056126271
PDGFB,458.0146607,-0.281165843,0.199889854,0.008818964,0.056234642
MTHFR,3110.029675,-0.187128198,0.097444623,0.008829894,0.056276266
EVI5L,467.6035824,-0.217080063,0.124851879,0.008839202,0.05630752
SEC61G,920.5510669,0.195625328,0.105150008,0.008850967,0.056354391
CAPRIN1,5904.662852,-0.107595695,0.045217386,0.008867324,0.056430432
TBC1D22A,1334.264877,-0.149265507,0.069992469,0.008889363,0.056542542
TLR4,4334.702529,-0.134182356,0.060872947,0.008911779,0.056656936
RPS2P5,3269.817656,-0.134251924,0.060591541,0.008922849,0.056699115
SLFN13,174.7392087,-0.282234187,0.205928815,0.008930781,0.056721327
CLEC10A,46.08999734,0.35018601,0.403238359,0.008939662,0.056739171
SGO1,174.1355845,0.272753031,0.193438823,0.008942466,0.056739171
NBR1,3525.479709,-0.105818014,0.045986245,0.008947374,0.05674215
CXCL16,10594.91424,-0.142347032,0.065770824,0.008998866,0.057040408
IDI1,1286.707547,0.209658255,0.11900704,0.009010747,0.057087412
