,baseMean,log2FoldChange,lfcSE,pvalue,padj
ABHD14A,236.5881288,-0.073871399,0.094858102,0.201022334,0.427917173
ZFR,2981.920377,0.059425771,0.054562489,0.201090015,0.427977252
NUDT4P2,144.9554335,-0.071412002,0.102628568,0.201143021,0.427977252
ZBTB38,2229.645494,0.064719217,0.06272897,0.201176491,0.427977252
EIF5AL1,53.0045617,0.052956555,0.111159185,0.201197942,0.427977252
IL17RA,7529.932578,-0.070042252,0.07603649,0.201218382,0.427977252
DTX3L,4354.446956,0.069237417,0.071880492,0.201251407,0.427977252
AFMID,355.2260395,0.073258483,0.086780468,0.201349826,0.428115339
PI4KB,2012.076572,-0.063360169,0.060511544,0.201569143,0.428420029
PIP4P2,341.3276819,0.073650788,0.090013858,0.201571717,0.428420029
PPP1R18,6778.090828,-0.057385409,0.04966195,0.201609981,0.428420029
MAGED1,1404.299889,-0.066065031,0.065213752,0.201627166,0.428420029
SLC25A16,437.309618,0.071684292,0.096561178,0.201730004,0.428567315
HNRNPA1P59,9.484296616,-0.024292888,0.105465724,0.201730009,NA
COL8A1,16.90048412,-0.029328108,0.106423205,0.201765048,NA
CPSF6,1921.446422,0.06910531,0.071536399,0.201832174,0.428673092
HAUS2,845.3692338,0.072063911,0.080064946,0.201894726,0.428673092
LUZP1,1924.698566,-0.053290157,0.047003509,0.201897086,0.428673092
GOLM1,807.1437803,0.068199767,0.069787202,0.201913912,0.428673092
RASL11A,19.74329412,-0.026795846,0.105938771,0.201976141,NA
ACSS3,118.9669611,-0.065724989,0.108840675,0.202363428,0.429556107
CXCR5,87.52971806,-0.04716834,0.110222389,0.202407848,0.429579073
HGS,3357.960871,-0.07345162,0.090797725,0.202567027,0.429845551
SELL,21.43195186,0.026771725,0.105863687,0.202720507,NA
NREP,376.9165315,-0.073069168,0.085683823,0.202747013,0.430122695
INPP4B,99.91439787,-0.048618497,0.110359911,0.202764919,0.430122695
ZNF77,52.54343151,-0.05191853,0.110746775,0.202820754,0.430169764
TRAK1,1974.098595,0.055678666,0.049741954,0.203144502,0.43074935
RNASE2,194.5661704,0.065856539,0.110346821,0.203164914,0.43074935
TRAPPC6B,901.6598201,0.071798969,0.079650154,0.203195098,0.43074935
INTS7,503.077549,0.072652462,0.08439709,0.203276355,0.430850166
NAV3,77.63397674,-0.052458207,0.110713794,0.203310638,0.430851403
GPATCH3,741.648406,-0.066805781,0.066618637,0.203415062,0.43097833
PICK1,1145.083424,-0.065184309,0.064344246,0.203437952,0.43097833
DYDC2,11.08517079,0.024796835,0.105555633,0.203501607,NA
ARL15,472.3616829,0.07112989,0.100627997,0.203512878,0.43106563
NPIPA1,1599.05123,0.069100875,0.072149387,0.203640475,0.431179273
EIF4EBP3,151.2099601,-0.07076512,0.103049391,0.203661641,0.431179273
MAP2K3,1684.242205,0.065053163,0.063488588,0.203667707,0.431179273
RECQL4,732.1893967,0.07212026,0.080696519,0.203713482,0.431204778
IL19,10.6792417,0.024852581,0.105561988,0.203802665,NA
BRWD1,1662.469749,0.06214448,0.058991749,0.203815731,0.431349796
SIVA1,765.0661463,0.068893074,0.072285482,0.204060916,0.431782349
VPS25,1205.452741,-0.060643086,0.056896476,0.20408766,0.431782349
BOC,12.25114485,-0.016779061,0.104173584,0.204169341,NA
UCK1,1096.178409,-0.065230768,0.064240432,0.204186831,0.431920687
MGA,1317.190457,-0.06407371,0.062321055,0.204297892,0.432084127
PARP15,247.0093818,0.070881418,0.1020965,0.20438083,0.432171466
HDAC4,452.1667546,-0.065435947,0.106702513,0.20445064,0.432171466
SEC31B,471.9448933,-0.069744239,0.104631283,0.204462417,0.432171466
SMC1A,3954.82424,-0.067012691,0.06773585,0.204518753,0.432171466
C20orf96,255.0550003,-0.073685145,0.092967112,0.20453303,0.432171466
GTF3C2,2388.351027,-0.06149021,0.059309484,0.204542006,0.432171466
GLIPR1,3687.601447,-0.065765855,0.06535718,0.204587885,0.432196977
ZBED5,964.3179804,0.067727037,0.069465208,0.204678007,0.432315928
HCG4,9.836574211,0.023492916,0.10530569,0.204729503,NA
PPP6R3,1998.740655,0.060571688,0.056842695,0.204766518,0.43243144
LANCL2,554.6048742,-0.072875461,0.088628937,0.204981449,0.432765092
STAG3L4,39.71839845,-0.048722242,0.110259906,0.204992209,0.432765092
ITGB4,16.11951766,-0.021107641,0.10482745,0.205062379,NA
MYCN,8.17579329,-0.021115232,0.104853255,0.205169597,NA
C4BPB,52.94516131,0.053363497,0.110822104,0.20517685,0.433083379
CAPS,278.8886833,-0.072771115,0.097534562,0.205434254,0.433555123
DDR1,542.8602884,-0.072904877,0.087234998,0.205492124,0.433565761
MRPS33,690.669132,0.072087168,0.082805214,0.205507119,0.433565761
LETMD1,1020.230536,-0.064500281,0.063291629,0.205573024,0.433633246
PIKFYVE,2508.8523,0.062915445,0.060173534,0.205656669,0.433702507
RRN3P1,121.3789511,-0.066889382,0.107195307,0.205673703,0.433702507
PDLIM3,25.89934005,-0.038755681,0.108362276,0.205767689,NA
KIF1B,3209.239616,0.064260759,0.06293118,0.20584803,0.433986826
CIAO2A,2010.747737,0.072452369,0.088095526,0.205876426,0.433986826
OR1D2,77.13027952,0.062786545,0.109533819,0.206051898,0.434285117
EPB41L3,4577.043749,0.063600905,0.06142885,0.206111441,0.434292944
STAC2,74.94555401,0.06043254,0.110300484,0.20612355,0.434292944
BPI,18.15756981,-0.023482111,0.105291988,0.206206815,NA
GCC1,1206.068316,-0.059204082,0.055166734,0.206217354,0.434378594
LGALSL,244.4511394,-0.066427796,0.106723522,0.206232152,0.434378594
SMN1,570.5759776,0.066987401,0.105323265,0.206268543,0.434383681
CCDC13,60.41142251,0.051610792,0.110619894,0.206379022,0.434544763
ZFAND2A,320.6030853,0.070863912,0.079728681,0.206594719,0.434927297
HPDL,25.63711539,0.037420759,0.108125463,0.206619323,NA
HS3ST1,1439.74315,-0.07274887,0.101250299,0.206692544,0.435027917
CNOT11,1126.571652,0.062515702,0.060297132,0.206710567,0.435027917
TBC1D3K,254.1185646,-0.071716155,0.098544647,0.206784993,0.435112925
RHOBTB3,1293.058001,0.06835073,0.071528082,0.206833138,0.435142615
ELOCP19,14.99755643,0.031388175,0.10683606,0.206949876,NA
DYNLT2,29.46192396,0.036122131,0.107379782,0.206971578,NA
APTX,723.6874104,0.070421816,0.079614935,0.207050173,0.435527551
PLEKHA3P1,11.34683612,-0.028409388,0.106193718,0.207064694,NA
CD79A,11.26566166,0.024309636,0.105431268,0.207107528,NA
RPL19,12032.36066,0.058478309,0.061169549,0.207146783,0.435659091
ZC3H4,1804.741919,0.068107326,0.077235296,0.207213502,0.435727733
DCDC2,22.12068846,-0.033204726,0.107160169,0.207232859,NA
RGPD1,8.469180694,-0.017869298,0.10435939,0.207236369,NA
ZNF124,660.803556,-0.068354345,0.071628249,0.207287586,0.435811838
ZNF836,152.3863578,-0.067637526,0.106204136,0.207417032,0.436012291
KDELR2,2623.406254,0.06125036,0.058499275,0.207506279,0.43612553
SREK1IP1,942.4244969,0.06953251,0.074866712,0.207539126,0.43612553
ZFP41,432.2588057,-0.071988386,0.084470098,0.20778461,0.436569637
LAMA4,19.73299205,0.032790074,0.107064065,0.207807958,NA
SFXN4,507.7806721,0.071181567,0.080549288,0.207929097,0.436703028
ITGA6,5726.541398,0.061613689,0.060482801,0.207954872,0.436703028
CLTCL1,87.98047264,-0.052828652,0.110538996,0.207981877,0.436703028
DTNBP1,618.4735881,-0.071210344,0.081447998,0.207984727,0.436703028
MAB21L4,8.942271948,0.021836563,0.104987301,0.208235525,NA
PSD4,1900.90414,-0.065251963,0.065431798,0.208251645,0.437160618
TMX2P1,64.12949197,0.059847892,0.111128992,0.208286356,0.437160618
PKM,60858.12093,0.065436795,0.069573357,0.208339081,0.437160618
KHSRP,10017.64307,-0.055109759,0.050153822,0.208339432,0.437160618
TAFA3,44.84399225,0.049286714,0.11018536,0.208405304,0.437227077
WDR25,175.7257206,-0.07080543,0.099342295,0.208590782,0.437544405
THAP1,303.4217914,0.071876625,0.093535438,0.208767868,0.437732277
NKX3-1,20.96100468,0.034613048,0.107503127,0.208784818,NA
EHBP1L1,9457.32293,-0.063023706,0.062061482,0.208850375,0.437732277
PDLIM1,68.6642984,0.054615989,0.110439908,0.208859776,0.437732277
TRIOBP,2300.240911,-0.063315481,0.062139869,0.208866645,0.437732277
TTYH2,216.4326818,-0.070685972,0.100266413,0.20887867,0.437732277
SF3B5,1738.265724,-0.055002107,0.050124754,0.208885774,0.437732277
ITFG2,844.0394666,-0.067157956,0.069484614,0.208939019,0.4377721
EIF5,4921.801474,0.061273758,0.060264637,0.209241899,0.438272532
SNX4,1372.645687,0.073655591,0.088843464,0.209246424,0.438272532
RPP38,325.8958727,0.072030187,0.086969857,0.209397848,0.438517852
XRCC5,6912.805634,0.060904621,0.058068151,0.209472927,0.438603237
ASB2,29.29197269,0.039150411,0.108380748,0.209479915,NA
RFXANK,870.4382663,-0.070432453,0.078416977,0.209517397,0.438624515
SNCB,7.34814775,0.016347173,0.104154319,0.209601422,NA
BRD2,7385.255266,-0.061548725,0.059089387,0.20961378,0.438754449
DYNLL2,2195.762018,0.061727739,0.059070317,0.209667192,0.438794409
ETFA,2824.662869,0.063396397,0.05837916,0.209784639,0.438931058
GLOD4,2033.461663,0.062084987,0.055377968,0.20980115,0.438931058
POMT1,1123.833396,-0.072597281,0.093174801,0.209867645,0.438998338
RAB34,1181.370332,0.07098488,0.08098378,0.209944254,0.439086748
NSUN7,153.9464103,0.055178715,0.110502137,0.210017445,0.43916798
GSTP1,5466.238267,-0.050206127,0.044984452,0.210132121,0.43923338
MSH6,1203.492109,0.060309191,0.057657518,0.21014322,0.43923338
RIMBP3,145.3650059,-0.064022439,0.108062618,0.210199051,0.43923338
SENP8,67.31701352,0.061606153,0.111935985,0.210200786,0.43923338
GGNBP2,2072.034622,0.061413116,0.058506967,0.210220497,0.43923338
BBS7,201.772414,0.061138374,0.109124886,0.210319179,0.439336239
DNLZ,198.06262,0.068581368,0.102689444,0.210338453,0.439336239
ELL,1011.806101,-0.066630996,0.069086563,0.210483163,0.439566683
ARHGEF10L,4308.17579,-0.063385083,0.062795874,0.21059104,0.439704575
SPTAN1,9203.0356,-0.048329441,0.042254449,0.210622258,0.439704575
SEPTIN11,4887.142249,0.072009397,0.07344566,0.210708742,0.439704575
APOBEC3D,37.15583111,-0.04183319,0.108803644,0.21070929,0.439704575
NUP35,128.2788041,0.055228341,0.110261811,0.210721152,0.439704575
LGALS9B,11.32955159,0.023419458,0.105217193,0.210964843,NA
CFAP92,52.56411132,0.051124429,0.110039664,0.211003415,0.439991606
METAP2,2703.576419,0.058156916,0.051572086,0.211012396,0.439991606
GPS1,2456.517874,-0.0608419,0.058902792,0.211025156,0.439991606
PAFAH1B1,4543.36645,0.050976869,0.04662636,0.211054105,0.439991606
RCBTB2,2753.702425,-0.069566504,0.076157672,0.211060637,0.439991606
EEF2K,2678.255075,-0.058646019,0.055350525,0.211065195,0.439991606
BCL2L2,1374.816735,0.06217728,0.060643116,0.21116757,0.440118639
TMEM42,253.467442,-0.071917234,0.091976028,0.211194982,0.440118639
TMTC3,379.957727,0.064501021,0.107414758,0.211535944,0.440757341
BSND,9.605895256,0.019874106,0.10466687,0.211693193,NA
CLEC16A,1112.186563,-0.070658651,0.081881658,0.211745315,0.441113982
CTCF,2109.610209,-0.056493782,0.052506329,0.211776114,0.441113982
TOP6BL,115.9228241,0.060496142,0.10923801,0.211832613,0.441159791
TOGARAM1,630.1011116,0.068889223,0.102285457,0.211886589,0.441200333
FMO4,111.0862726,-0.066955561,0.104634967,0.211973079,0.441273012
APPL1,3112.511102,-0.058505174,0.054817284,0.211990523,0.441273012
ATP1A1,24146.37854,0.053903719,0.051435677,0.212152509,0.441458341
CAD,2551.242138,-0.070582906,0.080019654,0.212168295,0.441458341
UBE2J1,5044.593469,-0.060953171,0.05511071,0.212183145,0.441458341
CLEC4A,346.8752307,0.071869979,0.09281518,0.212217726,0.441458449
PYY2,16.1485903,-0.027766913,0.106015215,0.212301825,NA
PMS2CL,65.41416363,0.054841908,0.110193894,0.212366793,0.441542033
NFKBIZ,831.6274917,0.070942007,0.094857172,0.212401336,0.441542033
DOCK11,2301.054858,-0.051982727,0.047100767,0.212415506,0.441542033
DPP8,1695.088281,0.062006958,0.060766209,0.212420998,0.441542033
AK1,372.4676493,0.067152317,0.105655452,0.212430586,0.441542033
UACA,510.2110695,-0.068879816,0.0755294,0.212501223,0.441558847
ATF2,1298.457032,-0.060875168,0.058937038,0.212518324,0.441558847
LY6G5C,71.57393664,-0.059437692,0.109781362,0.212542287,0.441558847
DDOST,9173.153759,-0.04163272,0.035803715,0.212665597,0.441696389
YY1AP1,1405.579538,-0.06435943,0.065066439,0.212677588,0.441696389
FAM177A1,778.171504,0.067204183,0.072490707,0.212759004,0.44179371
SLC14A1,12.04387588,0.024989244,0.105493046,0.212959329,NA
GCLM,357.4974475,0.070698551,0.097417172,0.212965719,0.442151139
PPRC1,1480.537044,-0.060762327,0.058897448,0.213007995,0.442167107
ELOVL7,74.02171249,0.049516866,0.109887356,0.213129082,0.442346641
CHRNB2,12.8006388,0.023388106,0.10520631,0.213238675,NA
ACTN1,2509.749756,-0.041862947,0.108796489,0.213245178,0.44251576
EXD2,727.3275405,0.065442879,0.066920712,0.213280072,0.442516346
IGFL4,116.2083271,0.063402627,0.107745923,0.213431953,0.442759616
ZDHHC8,1911.393359,-0.06944691,0.077313128,0.213509498,0.442848627
CSPG5,21.95597299,-0.03646528,0.107716231,0.213668831,NA
PLCG1,1349.359729,-0.065872392,0.068478626,0.21384708,0.443476873
CCER2,8.702516045,-0.022698179,0.105084228,0.213933186,NA
FBXL2,144.0335211,-0.064269316,0.106575943,0.214058329,0.443842968
CCDC137,1010.049146,0.068160973,0.07304698,0.214124658,0.443851506
FUT7,50.47480523,0.047423031,0.10904769,0.21413188,0.443851506
LETM1,1663.775412,0.072003999,0.08739014,0.214412459,0.444361045
TCF7L1,28.17513658,-0.038111021,0.107989834,0.214487508,NA
FLRT1,24.70478393,0.036487622,0.107737796,0.214489433,NA
PIGV,410.7833472,-0.069566015,0.078864608,0.214551131,0.44457637
BTN3A3,179.3639946,-0.06630756,0.104783593,0.214615825,0.444638361
FEZ1,14.75089818,-0.02880561,0.106152978,0.21466485,NA
SPAG8,23.51966325,-0.03430227,0.107189257,0.215134957,NA
FAM91A1,2479.803148,0.058549305,0.056221044,0.215136965,0.445582048
ZNF384,1652.182319,-0.066773584,0.070980232,0.215141023,0.445582048
ARID1B,2637.092522,-0.065528365,0.068438646,0.21521035,0.445653438
PARVG,4784.212633,-0.052194109,0.048207027,0.215319366,0.445806979
GCK,9.091410783,-0.023963167,0.10528067,0.215329174,NA
TSPAN19,15.94239362,0.028613135,0.106087746,0.215458654,NA
GPBP1L1,2962.317446,0.053875616,0.050254884,0.215498845,0.446106337
ZNF709,23.87117343,-0.03170895,0.106780405,0.215545154,NA
TIMP1,5825.518821,0.063196025,0.107385033,0.215545904,0.446131517
MFSD5,1026.109433,-0.064028999,0.065285713,0.215651838,0.446278527
RTKN2,91.76738705,0.060433432,0.108027949,0.215809802,0.446533147
FADD,1057.903435,0.062601093,0.062311693,0.215877144,0.446600209
TCF7,28.6770461,-0.033408368,0.106997644,0.215892633,NA
EIPR1,882.5076974,0.067224919,0.071999493,0.215989563,0.446623086
SEMA3C,681.1647156,0.072534107,0.084550074,0.216039336,0.446623086
CFAP36,544.9579811,0.068346372,0.073430104,0.21608381,0.446623086
MTHFD2L,212.7856845,0.069268363,0.098406087,0.216093625,0.446623086
TRAPPC4,1115.766263,0.065150685,0.066866437,0.216116922,0.446623086
GCOM1,39.13701272,0.030199301,0.106478001,0.216118942,0.446623086
TRIM37,419.0571994,0.0704635,0.085759503,0.216172589,0.446623086
NDUFA8,1173.82457,0.060220094,0.058728489,0.216194255,0.446623086
CNTROB,1265.227311,-0.069320273,0.078737298,0.216202603,0.446623086
COPS5,1262.106695,-0.058493978,0.056077278,0.216569458,0.447308646
RPL7AP16,20.37005395,-0.035568084,0.107462074,0.216593227,NA
USP32,2555.348327,-0.055001523,0.051632974,0.21670161,0.447487459
FMN1,809.8146277,0.069549916,0.094711072,0.216744335,0.447487459
PWP2,1210.570554,-0.064202288,0.065774269,0.216761035,0.447487459
HIGD2A,2063.213233,-0.055241914,0.051660401,0.21687342,0.447647186
TNFAIP8L2,1307.20771,-0.057292334,0.053447842,0.216945348,0.447652406
NT5DC3,87.39435698,-0.055161452,0.109496582,0.216945976,0.447652406
ZNF76,1198.265073,-0.064870804,0.067162763,0.217027552,0.447748468
VGF,15.48325037,-0.02938548,0.10623444,0.217211181,NA
AMN1,130.8814421,0.066986134,0.103749836,0.217334387,0.448309155
PKNOX2,31.16729514,-0.030074982,0.106343549,0.217399178,0.448370461
PRLR,8.730992248,0.019883605,0.10461288,0.217458193,NA
SNX13,1574.767474,0.06607069,0.070064003,0.217498674,0.448503315
MORN4,98.40211351,0.056358897,0.10938851,0.217715373,0.448825405
DAGLA,1543.66913,-0.069500845,0.081075993,0.217725081,0.448825405
CDKN1C,102.0666921,-0.054899983,0.109659163,0.217788113,0.448881404
AIDAP2,13.64943996,-0.028596986,0.106080287,0.217797261,NA
ATXN10,1600.746921,0.057285564,0.054541958,0.217822466,0.448881404
SPACA6,203.0834043,0.065052271,0.104586064,0.218045311,0.449227175
LAP3,12214.48022,0.066121634,0.069453238,0.218072817,0.449227175
SPATA7,130.8129763,0.063491729,0.106433003,0.21810561,0.449227175
GABPB2,512.4766059,-0.069458107,0.097187649,0.218130802,0.449227175
STK36,646.4074888,-0.064006118,0.105099396,0.218384545,0.449677309
USP24,2460.446301,0.057379476,0.054912227,0.218655415,0.450162557
OSBPL9,1976.752933,0.055229875,0.052686683,0.21874998,0.450284735
ETV3,1020.480157,0.06075484,0.0601268,0.218997253,0.450721165
PSMD4,3247.934431,0.049878742,0.04525884,0.219047396,0.450751804
GFPT1,2351.229618,0.061133709,0.060582862,0.219201309,0.450995934
AGFG1,1659.326624,0.062780844,0.06344623,0.219294476,0.451115023
INPP4A,1581.359082,0.063084106,0.064018282,0.219378089,0.451214426
YY1,4129.195341,0.055999416,0.062702998,0.219498161,0.451355579
CEP20,617.7528658,0.069885022,0.092380481,0.219536321,0.451355579
HSPA7,572.0660654,0.064102981,0.1055414,0.219552628,0.451355579
TMEM102,829.7846747,-0.064770919,0.068122732,0.219610653,0.451402284
FHIT,103.8948126,-0.061852763,0.107317857,0.219745935,0.451552856
IFI6,34731.61633,0.065825663,0.070304797,0.219754546,0.451552856
PSMB8,2005.74767,0.062729505,0.065897495,0.219885973,0.451745244
LNPK,1097.118383,0.069945461,0.095877961,0.219918842,0.451745244
NXPH3,28.78853221,0.034499161,0.107168673,0.220070759,NA
MYO7A,1806.971132,0.073183629,0.07570774,0.22008145,0.452006641
CIDECP1,129.3591834,-0.065303193,0.104656733,0.220272621,0.452254638
RNF139,955.9064663,0.064444182,0.067540312,0.220296411,0.452254638
UBOX5,353.1924429,-0.070309659,0.09011757,0.220362079,0.452254638
JAK3,668.8784013,-0.06813569,0.078018103,0.220410048,0.452254638
RDX,3299.695768,0.064149728,0.06651817,0.220443486,0.452254638
SNX12,1910.200155,0.056277504,0.05209963,0.220443764,0.452254638
SOBP,414.5147452,-0.067806846,0.099569027,0.220460318,0.452254638
IL15,121.4860381,0.060029969,0.108593403,0.22048519,0.452254638
CMTR2,1097.071034,-0.057331335,0.054943374,0.2205907,0.452398477
ZNF716,8.337436803,-0.022388385,0.104976541,0.220619493,NA
CAMK2A,15.36475196,0.027253238,0.105777782,0.220715528,NA
NLE1,288.4521395,0.069896879,0.087213848,0.220762585,0.452599008
LPIN1,999.7404505,0.069114393,0.093796271,0.220782779,0.452599008
ACOT7,533.8181135,0.067228094,0.074526993,0.220794682,0.452599008
ANKZF1,860.0985467,0.059814899,0.058566219,0.220879903,0.452701115
FADS2,2116.005467,0.043467851,0.108886278,0.220916182,0.4527029
CGAS,372.7044173,0.068086819,0.079266781,0.220988256,0.452778021
CXCL9,12.53741984,0.027782012,0.105903657,0.221064397,NA
MANEAL,113.1360346,-0.064440519,0.105311916,0.221079299,0.452891978
MPPE1,568.4853833,-0.065719205,0.070538556,0.22114778,0.452942824
PPP1R16A,953.9211103,-0.069892786,0.088635686,0.221174975,0.452942824
ZNF582,65.03345403,-0.052390281,0.109271345,0.221255637,0.453035445
NANOS3,8.757499369,0.021917797,0.104911725,0.221296858,NA
LRRC58,1740.387953,0.063948168,0.067134791,0.221471969,0.453405785
ELOVL3,10.71406135,-0.025099747,0.105431936,0.221490643,NA
CMYA5,29.2284832,-0.033147212,0.106745833,0.221511848,NA
BCAM,135.2661148,-0.057673384,0.108565102,0.221542314,0.453477184
GEMIN2,141.3744161,0.064048714,0.105433097,0.221726429,0.453781399
NUDT6,205.3568097,0.067754572,0.098707919,0.221876837,0.454016543
UBXN10,30.03367494,0.041151562,0.108306041,0.221916001,NA
GFM1,1884.158309,0.054333915,0.05142623,0.221998347,0.454192488
NECTIN3,64.57457691,0.03636485,0.107321921,0.222056309,0.454238386
TRGV4,8.233773626,0.023232519,0.105110658,0.222112668,NA
CACNB1,51.74154339,0.038097702,0.107771015,0.222132592,0.454321739
ANKRD60,9.793960955,-0.023090588,0.105076559,0.222201969,NA
ZNF74,267.9837173,-0.068686248,0.097721761,0.222307966,0.4546077
TSEN34,443.8982986,-0.067852963,0.077251875,0.222405936,0.454735309
TLR2,4098.307074,0.070349326,0.079398272,0.222949811,0.455774438
TMEM168,606.8671798,0.069471779,0.086685637,0.223140429,0.45604856
NR4A1,66.62131134,-0.055158607,0.109000856,0.223174168,0.45604856
PPP1R3D,395.3431371,-0.068879862,0.082229224,0.223190914,0.45604856
COL6A4P2,14.97667769,-0.026090129,0.105579779,0.22325323,NA
NPHP3-ACAD11,39.74643501,-0.010937989,0.10355832,0.223305221,0.456209211
SFR1,122.0816141,0.071960579,0.111358543,0.223557241,0.456651114
RPL5,10211.4884,0.058624055,0.057248549,0.223723449,0.456808755
SIAH2,655.7436356,-0.06887774,0.09594999,0.223755349,0.456808755
OLA1,1115.135141,0.065469341,0.071283827,0.223766049,0.456808755
DMD,150.2138678,0.066646153,0.10169961,0.223777336,0.456808755
NPW,24.81643664,-0.034271211,0.107025772,0.22381419,NA
H2BC6,19.36410682,0.030311984,0.106306835,0.223848115,NA
RCAN3,669.3908511,-0.06916753,0.092640859,0.223903132,0.456974955
TEPSIN,1170.210537,-0.068104786,0.09805231,0.223951804,0.456974955
MAP3K1,1432.813158,-0.058010981,0.056876777,0.223965981,0.456974955
CRYBG3,958.9649675,0.06938022,0.090608414,0.224030356,0.457033366
BMS1P3,26.80373172,0.038282596,0.107792478,0.22408189,NA
DNAJC18,242.2398155,0.066395658,0.100915402,0.224088538,0.457079125
PRDX3,4922.327752,0.057587838,0.05499783,0.22425326,0.457342149
TBX20,10.40854819,-0.023223465,0.10507136,0.22430716,NA
VCX3A,9.668137608,-0.019676349,0.104535708,0.224360918,NA
TMEM87A,1470.124534,0.063116811,0.065614679,0.22442045,0.45761012
TMEM183BP,56.3282133,-0.043995153,0.108586275,0.224583988,0.457870562
OSBPL7,476.0128093,-0.062601377,0.105044137,0.224621381,0.457873782
JADE2,2126.72834,-0.065772706,0.071935976,0.22475013,0.458063193
CLCN5,785.6272214,-0.066303365,0.073220921,0.225083628,0.458669777
GNRH1,24.51028711,0.035590518,0.107224365,0.225170326,NA
GTF2F1,3500.441968,-0.051828139,0.048484451,0.225202092,0.458838048
CHCHD6,194.9213206,-0.068728035,0.094235075,0.225303009,0.458875546
MTFR1,393.6453204,0.068926619,0.0851991,0.225343628,0.458875546
PPP1R10,2417.289249,-0.069139449,0.088936499,0.225347074,0.458875546
DET1,204.7139109,-0.06798868,0.096052053,0.225398918,0.458875546
FCGR2B,479.9000014,0.062170474,0.105659869,0.225434272,0.458875546
EFCAB2,305.8666135,0.067131564,0.09972738,0.225435847,0.458875546
FSTL4,9.986744763,-0.021811209,0.104848643,0.225556533,NA
ARHGAP29,57.69896542,0.053282226,0.108939955,0.225619009,0.459131383
ANKRD44,1282.678442,-0.056336376,0.108070826,0.225635053,0.459131383
ZNRF1,224.2230584,0.065702783,0.103164666,0.225683145,0.459131383
C2orf92,123.8246397,0.058840729,0.107725564,0.225743227,0.459131383
COQ4,967.3228778,-0.058162352,0.057450411,0.225765524,0.459131383
C21orf58,319.0079293,-0.069095959,0.086793163,0.225790316,0.459131383
FAM72D,187.9101729,0.066903515,0.100179951,0.225812916,0.459131383
API5,2749.145511,0.056493522,0.054979863,0.225953809,0.459315552
BASP1,568.6076773,-0.066663074,0.075227255,0.22598624,0.459315552
ELF1,3573.721888,-0.054448108,0.052329881,0.226011274,0.459315552
PRRG3,68.36928626,0.045203322,0.108617478,0.226071624,0.459365181
MGAT4C,15.70780454,0.022687527,0.104939707,0.226089655,NA
GUCA1B,28.7229967,-0.038064484,0.10763986,0.226097594,NA
MAD2L1BP,612.2059292,0.06443494,0.068015814,0.226138032,0.459427099
PCGF1,442.9720457,0.068777426,0.085280892,0.226185083,0.459449681
PLCL1,496.402807,-0.064789763,0.070195068,0.22623074,0.459454416
SPIN1,3500.728303,-0.057097681,0.055879454,0.226259288,0.459454416
RPS11,21316.86913,0.051842703,0.04975312,0.226356841,0.459464169
FBXL3,1796.700612,0.053066594,0.050207936,0.226369722,0.459464169
TMEM184C,1327.122566,0.058548713,0.064813571,0.226400691,0.459464169
EYA3,1213.657067,0.066105694,0.072793937,0.226407842,0.459464169
RDH16,31.09075203,0.039544485,0.107923063,0.226593131,0.459763039
TBL3,942.0135536,-0.068622005,0.084181697,0.226649054,0.459763039
H3C6,113.6426187,-0.056538102,0.108843091,0.226662999,0.459763039
SCN1A,10.12684633,-0.020115699,0.104586161,0.226835562,NA
EGLN2,3171.534872,-0.055231337,0.053296697,0.226879015,0.460061599
SPOPL,852.0058014,0.067598615,0.080894882,0.226882157,0.460061599
NUP50,2007.681638,-0.063800442,0.068403842,0.227166465,0.460565059
DNAAF10,252.1952032,0.068416803,0.093767104,0.22722301,0.460606656
MORC3,1548.393538,0.06154233,0.06413947,0.227362162,0.46081567
KCNJ11,6.76189567,-0.017288833,0.104190817,0.227467559,NA
NIPAL1,22.86082206,0.019171028,0.104448032,0.227698208,NA
ARSB,3871.903798,0.047679558,0.043895543,0.227825541,0.46162291
HAGH,1656.44085,0.056421686,0.054932578,0.22783266,0.46162291
HNRNPA1L2,113.2597977,0.060318667,0.106745752,0.227965632,0.461795804
GPRASP3,42.31525378,-0.033367804,0.106785896,0.22801483,0.461795804
CARM1,2207.8573,0.05298408,0.050337908,0.228026352,0.461795804
ATRNL1,10.71423698,-0.020170815,0.104541337,0.228030229,NA
TTC3P1,43.52072571,-0.048174967,0.108711586,0.228426352,0.462532611
MYOM2,8.267457167,-0.019148874,0.104433864,0.228750734,NA
CAP1P1,40.92149256,-0.043637445,0.108332408,0.228813059,0.463158233
HRH1,237.979398,-0.068003299,0.095407089,0.22884376,0.463158233
STK17A,446.7076299,0.070751707,0.086290504,0.228844001,0.463158233
FBXL8,128.7589531,-0.064583361,0.102895282,0.228964716,0.463329201
SPRYD3,1532.946148,-0.065732305,0.072883847,0.229060221,0.463438453
KYNU,2259.981394,0.063841822,0.067483148,0.229091203,0.463438453
CKAP2,1489.493835,-0.063811176,0.068906414,0.229475111,0.464141637
PEX11A,61.59419776,-0.041114098,0.107985436,0.229549314,0.464203972
ETAA1,202.8167822,0.067493328,0.094444717,0.229578546,0.464203972
WIPI1,1748.134618,-0.0568384,0.056272738,0.229631513,0.464237649
MRPL11,698.3419922,0.070313593,0.076549904,0.229911973,0.464731158
