,baseMean,log2FoldChange,lfcSE,pvalue,padj
TNIK,958.5267143,0.186112742,0.102052461,0.047148505,0.143644445
LRRN4,16.43722512,0.326108657,0.445389692,0.047239073,0.143875853
EIF3B,4463.921651,-0.146454273,0.077420047,0.047243529,0.143875853
ADGRB1,27.83450685,0.32921013,0.433437002,0.047329749,0.144085595
NDUFB1,1014.237907,0.21083092,0.119273667,0.047331497,0.144085595
PCDHGB4,135.9468047,-0.283347307,0.183065573,0.047343095,0.144091831
HSH2D,14.67314376,-0.277835944,0.422705079,0.047438513,0.14432805
ABCA9,67.83923746,-0.34886191,0.287847908,0.047449934,0.14432805
ASIC3,146.5145389,-0.326341081,0.241406896,0.047459793,0.14432805
ZNF404,45.15158994,0.354036677,0.298697998,0.047463054,0.14432805
WDR44,760.1013017,-0.170615724,0.092556962,0.04746853,0.14432805
LRRC59,4306.921979,-0.176751634,0.096398799,0.047482322,0.144336569
SURF4,6110.009588,-0.140977028,0.074980191,0.047490462,0.144336569
ADNP2,837.6282762,-0.269975579,0.170786134,0.047565969,0.144536946
RPL3,25435.96699,0.133391562,0.069495994,0.047597373,0.144603254
PI4K2B,932.3007832,0.20506873,0.115206612,0.047627483,0.144658838
SKIC8,789.9930955,0.15865214,0.084802472,0.047634842,0.144658838
CRYBG2,9.719986037,0.209143721,0.364385898,0.047667427,0.144728666
NCKIPSD,843.1631852,-0.17999725,0.098788953,0.047805955,0.145120068
MRPS25,2140.008991,0.149435316,0.079466328,0.047874469,0.145298821
LDB1,4413.860578,-0.188828114,0.104918513,0.047968845,0.145555976
EGR1,429.2334462,-0.185717003,0.102462934,0.048002636,0.145629227
ZNF665,30.42396597,0.354904326,0.389995874,0.048013503,0.145632917
RCN1P2,41.5663427,0.353983391,0.305001264,0.048232654,0.146268238
CHCHD7,1317.870408,-0.137904894,0.073137644,0.048263269,0.14633167
BCR,470.0809295,-0.21910287,0.126413155,0.048280926,0.146355799
DOLK,605.5735486,-0.182229871,0.100145941,0.048329501,0.146473622
ZNF566,196.9729221,0.294093111,0.197097075,0.048347994,0.146500247
NPIPB13,1503.808568,0.165233863,0.089077137,0.04836084,0.146509754
FERMT2,423.8136763,-0.230494688,0.135828984,0.048403866,0.146610666
ZNF138,69.87848993,0.317168942,0.227550152,0.048430471,0.146661812
AP1S1,2076.059452,0.138352486,0.073189668,0.048555091,0.147009695
DNMT3B,96.4012862,-0.347395302,0.292881222,0.04857655,0.147045164
IFI35,1886.35791,-0.205589189,0.116682367,0.048617539,0.147139725
ITGA5,7101.204469,-0.164520953,0.089243861,0.04866672,0.147259034
GABARAPL1,6329.099245,0.109730954,0.056784606,0.048768032,0.147536007
PIK3R5,4495.321412,0.169181666,0.091973518,0.048812767,0.147641744
CYSRT1,30.36286176,0.359576218,0.356616536,0.04887677,0.147805702
ARHGAP6,250.1707626,-0.231755623,0.136720285,0.048932881,0.147945736
SMARCB1,2154.155592,-0.173399207,0.095072894,0.049041568,0.148220067
GLI1,22.83542712,-0.335682715,0.410441408,0.04904326,0.148220067
ADAMTS12,35.48506756,-0.344499515,0.40743712,0.049064471,0.148254478
MRPS23,1219.261586,0.143192902,0.076344052,0.049117328,0.148348241
HMGN3,1697.171824,0.188576334,0.104828802,0.04911855,0.148348241
BCKDHA,2713.010812,-0.192833831,0.108169687,0.049124994,0.148348241
ZNF41,267.6922763,-0.264488253,0.166473877,0.049139051,0.148361001
FAU,4561.368932,0.158291888,0.084704459,0.049171647,0.148429715
LRRC58,1818.278566,0.180403253,0.099028431,0.049206419,0.148504974
MAP2K1,3339.112967,0.134904043,0.071344297,0.049242338,0.148583658
IPPK,320.3792136,-0.242356634,0.146052874,0.049298886,0.148724547
ADSL,1502.531315,0.155928472,0.083996144,0.04940463,0.149013764
ZBTB20,313.0947544,-0.307668883,0.218276458,0.049496657,0.149214708
NDUFS3,1545.938872,0.141174564,0.075173307,0.049497876,0.149214708
GTF2F2,672.7700989,0.22347233,0.13035524,0.049500916,0.149214708
ZNF804A,507.8112924,0.182998527,0.101311208,0.049594987,0.149468415
TRIM26,2159.430631,-0.149825601,0.080651358,0.049634705,0.149558246
AHCYL1,5550.151727,-0.127379119,0.067320289,0.049676299,0.149653692
SH3PXD2B,3251.952317,-0.157220036,0.085113605,0.049791355,0.14997037
CFAP184,67.06641925,-0.312853383,0.225733713,0.049845473,0.150103409
CAP1,14080.53158,-0.146621899,0.077794553,0.049856597,0.150106954
NSUN5,834.4829039,-0.164263885,0.089651843,0.049882293,0.150154359
TRIM4,861.2530657,0.149193192,0.080060989,0.04989764,0.150170601
PRICKLE1,32.6530259,-0.350510529,0.374750677,0.04995468,0.150312289
OR2A42,27.22962283,0.357499956,0.362806127,0.050009825,0.150448219
UBQLN4,1778.07546,-0.189637143,0.106971992,0.050043871,0.150520633
PDE4B,292.383918,0.239994553,0.14464274,0.050119008,0.15070592
L2HGDH,222.0432884,0.269392447,0.171886266,0.050128277,0.15070592
FANCL,889.094852,0.166229469,0.090688106,0.050135435,0.15070592
DDX28,812.1467679,0.164468828,0.08971578,0.050231518,0.150964671
PNKP,1320.02087,-0.15864059,0.086315241,0.050256623,0.150969295
MAN2C1,3383.645814,0.144366568,0.077284021,0.050258916,0.150969295
H2AC6,661.3502022,-0.204927324,0.117184312,0.050263071,0.150969295
CLPP,1398.682149,-0.178125628,0.098703094,0.050383351,0.151300452
INPP5B,922.738776,-0.20223544,0.115928741,0.050441662,0.15144542
FAM234B,228.7298364,0.239510278,0.144496066,0.05046394,0.151475852
TAF4B,101.3724038,0.296091072,0.2030262,0.050471874,0.151475852
TRIR,5985.012926,0.142338203,0.076379861,0.050548233,0.151674854
TRAPPC3,1948.310784,0.128894115,0.068451722,0.050630404,0.151891212
AREL1,1567.381023,-0.149956788,0.081014507,0.050696077,0.152039804
DNAH17,104.8425604,0.344249552,0.296955415,0.050708879,0.152039804
ADARB2,10.64162587,-0.257329101,0.403000228,0.05071922,0.152039804
PLXDC2,20802.64142,-0.176281027,0.096572465,0.050720237,0.152039804
BRCC3,1218.152654,0.171837636,0.094559567,0.050868679,0.152454493
NEK4,824.7410981,-0.193355922,0.109792337,0.050884417,0.152471376
RPGR,303.9893025,0.217165134,0.126604571,0.050927843,0.152571203
CTF1,58.12206199,0.334654269,0.26880481,0.050960129,0.152637624
DNAL4,343.4234993,0.202157991,0.115638377,0.051040086,0.152846775
C1RL,583.811298,0.200696969,0.114476179,0.051067853,0.152883079
ZNF703,951.6014182,-0.224179043,0.132628909,0.051072472,0.152883079
GEM,226.9801951,-0.270758486,0.175360921,0.051133853,0.153036461
EEFSEC,636.0515214,-0.18019286,0.10051018,0.051173189,0.153099486
CD300LF,1278.772758,-0.178904597,0.099708196,0.051175203,0.153099486
KIN,437.714263,0.240916114,0.146231007,0.051209428,0.153167442
RBM15B,2264.80787,-0.150981285,0.081837466,0.051218218,0.153167442
ST18,508.3612468,0.191352598,0.108093474,0.051394414,0.153631268
ZNF771,126.5074108,-0.266012411,0.17014967,0.051400292,0.153631268
ANP32A,3921.780986,0.132135236,0.070479121,0.051403862,0.153631268
DSTYK,641.9933892,-0.159142964,0.086954017,0.051441927,0.153691641
SMARCD3,159.6008516,0.269409126,0.173811311,0.051444432,0.153691641
ZNF644,1005.281452,0.184315699,0.103162215,0.051460638,0.153709624
NDUFAB1,1006.066251,0.188861338,0.10633899,0.051522717,0.153864594
S100A4,12010.6857,0.172378308,0.095573492,0.051586345,0.15402413
TLNRD1,1959.539031,-0.185028116,0.104513164,0.051656165,0.154202082
RBM19,1859.338887,0.179666862,0.100365478,0.051677669,0.154235764
SARM1,173.0527724,0.307933788,0.22308274,0.051753142,0.154415821
UNKL,457.8591772,-0.225370929,0.134185051,0.051762372,0.154415821
FBXO11,2194.397659,0.150881261,0.081872845,0.051768697,0.154415821
SMTN,294.0477604,-0.259360263,0.164047647,0.051787388,0.154441045
RPTOR,1732.851908,-0.213757741,0.124997177,0.051830911,0.154540298
DDX21,3233.801356,0.176662607,0.098318785,0.051902284,0.154722535
CLIC6,97.64341207,0.296634908,0.205936305,0.051930447,0.154775913
ARRDC4,1207.549009,-0.163231277,0.090873625,0.051962132,0.154839764
TANGO2,2069.546467,0.188225163,0.106237311,0.052034561,0.15502498
LYNX1-SLURP2,50.99224615,-0.333327525,0.272570689,0.052088419,0.155153546
ZNF468,324.581265,0.233140487,0.140513089,0.052098278,0.155153546
ERCC6,611.1919356,-0.179768595,0.100686905,0.052115744,0.155173512
HTR2B,14.1158871,-0.313039703,0.428936531,0.052125549,0.155173512
CST3,12263.56039,-0.154065915,0.084290739,0.052204999,0.155379375
GTF3A,2260.878549,0.176118833,0.097894982,0.052230938,0.155425924
SLC39A14,429.4305641,-0.213989506,0.125809237,0.052251179,0.155455498
CSAD,485.811173,0.203711384,0.117402082,0.052353327,0.155723438
MAML2,1618.030272,-0.190818573,0.108366144,0.052361877,0.155723438
ELAC2,2172.808373,-0.16397836,0.090482379,0.052434244,0.155907929
AGTRAP,1649.907762,-0.170792446,0.09486403,0.052455534,0.155920826
LIPT1,95.88673263,0.316664521,0.237835759,0.052459247,0.155920826
RNF39,12.13324194,0.259498837,0.402445067,0.052478909,0.155948549
NCKAP1,480.1219745,0.203740339,0.117478598,0.052496231,0.155966284
RPL8,24855.56918,0.132089487,0.070744818,0.052505548,0.155966284
BAK1,1935.270703,-0.135285988,0.07294848,0.052564823,0.156111628
SP140L,1055.660562,0.198129191,0.113469861,0.052694809,0.156444274
PAIP1,1915.688815,0.134344339,0.072460004,0.05270822,0.156444274
LRRC8E,94.08430387,0.324702227,0.257527023,0.052713644,0.156444274
SSTR2,140.2096916,0.272010244,0.178702534,0.052718299,0.156444274
IFI44L,3603.604756,-0.316714165,0.236416334,0.052920097,0.157012243
NDN,248.7026822,-0.214025526,0.125833617,0.052962219,0.157106327
DENND11,3234.109004,-0.12032427,0.064370552,0.053061278,0.157369239
ARG2,446.6168913,-0.202844791,0.117472706,0.0531056,0.157421496
NPIPA6,1043.150912,0.197392239,0.113226745,0.053109125,0.157421496
NELFB,2599.818893,-0.15826926,0.087128074,0.053119933,0.157421496
CERS5,1229.442531,-0.171710689,0.095881682,0.053120627,0.157421496
PLEKHH3,318.7689718,-0.262798126,0.170082585,0.053189627,0.157595027
MT-CO3,70567.82644,-0.136355512,0.078916006,0.053241751,0.157718237
UTP18,1714.024252,0.154044483,0.084441517,0.053252115,0.157718237
ARCN1,4409.651776,-0.135139467,0.073236865,0.053373731,0.15804741
MAPK12,554.4330256,-0.189543085,0.108099663,0.053399251,0.158091955
FAM174A,387.1690441,0.19388966,0.110960541,0.053457381,0.158233009
UTP20,530.4410269,0.202716561,0.117454159,0.053490426,0.158250086
ATXN7L1,446.7094391,-0.222892737,0.133454454,0.053492304,0.158250086
RGPD4,28.68048017,0.344602703,0.369507231,0.053494612,0.158250086
MTX3,352.4595531,0.204466824,0.118802925,0.053552607,0.158383552
NAIPP1,19.93321771,-0.304680072,0.416721531,0.053571216,0.158383552
NAIPP3,19.93321771,-0.304680072,0.416721531,0.053571216,0.158383552
APEX2,1066.824287,0.157248134,0.086447004,0.053747921,0.158874853
CCDC18,429.4360531,-0.245723569,0.153579912,0.053791051,0.158971203
TMEM107,376.0239307,-0.227101169,0.136699256,0.053854235,0.159126767
PTGS2,27.98824296,-0.339094938,0.384194215,0.053948098,0.15936425
METTL8,524.4539093,0.201593607,0.11694532,0.053955729,0.15936425
AFG3L2,2820.793965,0.133387963,0.072212243,0.054113706,0.159799575
RBAK,614.6703325,0.212489945,0.125228573,0.05417795,0.159957987
COQ8A,1725.596207,0.169624506,0.094769535,0.054235418,0.160096333
UXT,785.5282126,0.168484478,0.094116576,0.054342474,0.160380976
NSF,2056.332673,0.129927104,0.070237552,0.054392543,0.160476217
SRSF11,4628.814593,0.143300826,0.078001562,0.054396014,0.160476217
SLCO2B1,28349.91731,-0.190929724,0.111030789,0.05440943,0.160484422
ZMYND10,30.0293265,-0.341735375,0.353080706,0.054473581,0.16064224
PAICS,1202.750523,-0.230514626,0.140556107,0.054493564,0.160669771
KDM4C,779.3645723,0.166971119,0.09327498,0.05452325,0.160725891
LSM7,840.2361768,-0.176046766,0.099523605,0.054564028,0.160814683
GHRL,36.56533304,-0.306269448,0.398611796,0.054584763,0.160844382
DSTNP1,36.55369428,-0.33964996,0.375561109,0.054613702,0.160898234
METTL15,259.3509831,0.227610733,0.13774373,0.054642598,0.160951942
MAN2B1,29727.51815,-0.155670462,0.086819461,0.054693317,0.161069897
SLC7A7,12110.85996,0.101157402,0.053167471,0.054741317,0.161179799
PLOD1,7372.497023,-0.170685717,0.09577512,0.054799434,0.16131944
ARRDC3,450.2794088,0.269407249,0.178034918,0.054811786,0.161324332
RPL7P9,10.01375288,0.197559616,0.351173131,0.054823397,0.16132704
FTCDNL1,125.2150423,0.299307785,0.217103667,0.054835566,0.161331388
CAMTA2,2773.076871,-0.21101379,0.124996237,0.054984284,0.161734041
FBXW7,473.4994102,0.233932323,0.143648074,0.054993861,0.161734041
FOSL1,94.94095986,-0.283929201,0.196235458,0.05500659,0.161735345
MYL6,17529.5169,0.120698998,0.065030559,0.055015741,0.161735345
BTBD9,598.8765664,-0.180527637,0.102663027,0.055046644,0.161794674
C4orf33,299.0894695,-0.283352098,0.19602295,0.055061017,0.161805404
MAPK15,11.59010951,-0.221105278,0.367507353,0.055124191,0.161959511
MTLN,406.4628901,-0.203109648,0.119006953,0.055226174,0.162227558
PRIMPOL,197.0566124,-0.270393708,0.179052534,0.055252695,0.162273875
ARIH2,2611.319778,0.107728502,0.057579037,0.055281784,0.162327712
ZCCHC10,506.3951521,0.19446239,0.112589697,0.055299744,0.162348859
NOVA2,36.9659708,-0.284320463,0.399796814,0.055318071,0.162371073
GOLGA8B,438.6512981,0.2639476,0.172879804,0.05533338,0.162384424
KCNMA1,2991.091649,0.149600924,0.082413105,0.05535282,0.162409889
SLC18A1,6.452180197,-0.180538551,0.336894348,0.05537255,0.162417846
NIFK,577.9374849,0.215020045,0.127956889,0.055377059,0.162417846
SLC35B1,1080.508378,-0.1829916,0.104674422,0.055579088,0.16297871
DNAJC30,551.3715255,-0.200982148,0.118059474,0.055610569,0.163021763
KRR1,847.2699881,0.234298563,0.146023802,0.055627774,0.163021763
TCAIM,1078.118786,0.173900416,0.098165574,0.05563559,0.163021763
SMAD1,274.5121833,-0.232279189,0.143163934,0.055636983,0.163021763
NPIPB15,144.1220577,0.272749446,0.183693271,0.05566464,0.163071136
NOP9,2007.755479,0.127096904,0.068998206,0.055711409,0.163121483
MTA2,2349.126998,-0.128933287,0.070139863,0.055713057,0.163121483
FAM118A,599.4813256,0.187078538,0.107421455,0.055714256,0.163121483
UHRF2,787.6009658,0.172394775,0.097444218,0.055771637,0.163257807
AKAP12,23.31593601,-0.244087479,0.386402442,0.055865738,0.163501548
SLFN12,156.5970779,-0.269534879,0.179842142,0.056007573,0.163868159
RUFY4,25.41986766,0.332777368,0.386445599,0.056012721,0.163868159
MICU3,14.6867406,-0.2440761,0.384914375,0.056060947,0.163977456
CCDC74B,16.40242594,-0.282801058,0.40139846,0.056127857,0.164141349
NARS1,7018.831596,0.121574899,0.065856037,0.056237536,0.164430229
MYO18B,17.13647583,0.285979765,0.412406628,0.056290863,0.164554267
SHC1,2905.382434,-0.173199001,0.098309985,0.056342623,0.164673675
SPIN4,209.2056702,-0.219573801,0.132555623,0.056371069,0.16472491
ARPIN,1028.054194,0.170436916,0.096321239,0.056395286,0.164763768
GOLGA5,1156.125989,0.172401129,0.097701868,0.056429674,0.164832322
PRIM1,291.2944923,-0.235385032,0.146661838,0.056493444,0.16498666
TRIM74,25.89870434,0.333683788,0.379089828,0.056531514,0.165065895
SSXP10,28.50408617,0.338494917,0.351335223,0.056545686,0.165075334
NRIP3,1346.492935,-0.202493346,0.119452921,0.056557381,0.16507754
MFGE8,1273.304171,-0.173500781,0.098601392,0.056569179,0.165080045
NOSIP,1146.014031,-0.199319551,0.117085233,0.056598922,0.165134905
SLC13A5,8.124318387,-0.192749461,0.345642816,0.05666922,0.165308047
TRMT9B,62.58436312,0.315492606,0.250601588,0.056724125,0.165436229
PBX2,3308.647472,-0.155743285,0.087499223,0.05676615,0.165472196
NIPSNAP1,858.7458163,-0.165806989,0.093569861,0.056769613,0.165472196
STK36,657.2438209,-0.234134628,0.146659589,0.056779936,0.165472196
TTC28,567.1045008,-0.277030221,0.190449822,0.05678885,0.165472196
ALPK3,5452.688955,0.186096354,0.112438543,0.056791286,0.165472196
TSNARE1,285.0507071,0.254220594,0.164348031,0.056808829,0.165491358
TBC1D3I,26.94855036,-0.337661993,0.34247126,0.05682066,0.165493872
IL6R,3129.258768,-0.133192826,0.073465716,0.056947048,0.165829979
FAM228A,12.08443367,0.208897797,0.357806441,0.056972456,0.165871958
SMO,44.44853766,-0.331041796,0.305812738,0.056996828,0.165910906
EIF2AK4,1795.64606,0.152969377,0.085145502,0.057109409,0.166190937
SUMF1,1640.447081,0.144845171,0.080168659,0.057115056,0.166190937
TEC,281.4680335,0.229012147,0.141067417,0.057148315,0.166255654
S100P,9.433953849,0.229640242,0.375969073,0.057201099,0.166377136
ST20-MTHFS,275.6577424,0.213587781,0.12830931,0.05721314,0.166380089
PAOX,96.64771726,-0.28876613,0.206653845,0.05724516,0.16644113
KLHL29,36.19625499,0.334394025,0.306822131,0.057297067,0.166559958
TMEM241,129.9680368,0.294067506,0.213718792,0.057464584,0.167009984
ZNF33A,562.6367791,0.237284009,0.149170087,0.057474012,0.167009984
DRAP1,4646.805201,-0.171268884,0.097564852,0.05750393,0.167055627
TAF6L,878.1653014,0.178440718,0.102185284,0.057511861,0.167055627
PCDHB2,222.5154086,-0.264772276,0.177198818,0.05767016,0.167483201
ARHGEF16,187.4176977,-0.248556657,0.160063739,0.057761736,0.167716875
PLLP,192.0266877,0.256457279,0.168120201,0.058010069,0.168405531
ZMPSTE24,2335.8796,0.144598795,0.080309904,0.058046777,0.168453848
SEPTIN9,11015.53835,0.172038153,0.098101599,0.05804904,0.168453848
SCHIP1,22.56651362,0.195690999,0.345459356,0.058083849,0.168522452
RPP38,351.1702407,0.214378973,0.129465143,0.058133319,0.168633561
CSTF1,790.9401698,-0.156069527,0.087781022,0.058181171,0.168739933
VAMP4,646.0808892,0.164025494,0.092977386,0.058324677,0.169123631
TNFRSF10D,570.9203373,0.161944691,0.091534131,0.058339483,0.169134063
TRIM21,1579.110872,-0.153891078,0.086474779,0.058390962,0.169250791
RELL1,251.0565472,-0.226220698,0.139794294,0.05840839,0.169266716
CYB561D2,807.168842,-0.163615723,0.092912989,0.05841889,0.169266716
GTF2H2B,151.735464,0.259440843,0.172071108,0.058541767,0.169590183
ZNF45,372.022597,-0.206319364,0.123660375,0.058575863,0.169656387
CDK2,482.5154961,-0.22110619,0.136333364,0.058714416,0.170025049
FOXK1,1713.496441,-0.164815914,0.094328507,0.058777609,0.170175388
CCDC9,605.917247,-0.219451701,0.134661097,0.05886167,0.170386072
TGFBR3,38.66880347,0.33030936,0.342025599,0.058909413,0.170491569
NFE2L2,2557.590798,-0.144533776,0.081344034,0.058998223,0.170715857
VPS37A,1141.612267,-0.15068874,0.084752752,0.059064896,0.170876012
PSMB9,1072.700493,0.188900237,0.11043209,0.059096469,0.170925067
ABCC1,3018.448975,0.143962495,0.080309169,0.059106665,0.170925067
NOTCH2,6292.586601,0.16122241,0.091689297,0.059115833,0.170925067
TNK1,12.44849995,-0.171713782,0.327767571,0.059137547,0.170955093
PEX12,186.0970449,-0.245409092,0.158665517,0.059162078,0.170959098
TMEM255B,272.8717098,-0.243528931,0.156665234,0.05916579,0.170959098
NENF,836.7139261,0.148783063,0.083466253,0.059176175,0.170959098
SRSF6,3936.710176,0.152508655,0.085742826,0.05918425,0.170959098
SLFN5,4358.479696,-0.189100575,0.11187181,0.059198669,0.170968022
HOMER1,253.8662481,-0.27260005,0.189777208,0.059214384,0.170980685
RCN1,2722.367569,0.166646061,0.095075178,0.059244154,0.171033917
ASH1L,2018.984118,0.167158507,0.095171377,0.059296647,0.171152716
SRPK3,42.68054691,-0.32095212,0.370850708,0.059314442,0.171171338
STN1,287.779807,-0.220263288,0.135749674,0.05933422,0.171184517
PLD2,2743.82413,-0.172493572,0.098982284,0.059350206,0.171184517
FNBP4,2115.715361,0.187171594,0.10814877,0.059353041,0.171184517
GGPS1,571.7531893,0.174987812,0.100841142,0.05943756,0.171395525
PDGFC,1494.116791,-0.149814062,0.084286628,0.059491998,0.171519727
RFX3,228.5521894,0.226040756,0.140495915,0.05955211,0.171660236
ZC3H6,425.7066453,0.202247224,0.120684851,0.059759475,0.172225071
UBA7,2315.782775,-0.19677862,0.116908924,0.059907475,0.172618637
R3HDM2,1615.132718,0.17263174,0.093845915,0.059943721,0.172690101
