,baseMean,log2FoldChange,lfcSE,pvalue,padj
SFXN5,601.0836815,-0.197937603,0.101215231,0.033288193,0.109916593
PTGR1,1443.080412,0.158073191,0.07795808,0.033346879,0.110086285
FAAP100,1199.826586,-0.22632411,0.11944488,0.033367028,0.110128707
SESN2,1990.133217,-0.148683246,0.073776039,0.033389636,0.110179227
ZNF778,229.3840253,-0.415676727,0.395714833,0.033421916,0.110261632
GOLM1,728.8213677,-0.174246257,0.087192919,0.033487562,0.110454055
RTF1,2056.227624,0.187443498,0.094607205,0.033551464,0.110640644
TP53INP1,1362.902819,-0.202966609,0.104935581,0.033577789,0.110703265
DVL2,1363.298072,0.173626072,0.086854318,0.033601846,0.110758192
FEM1A,1718.337861,-0.168249292,0.084026532,0.033609129,0.110758192
PARP8,1458.493099,0.180127956,0.090636572,0.033663761,0.110871447
PRKX,1270.808207,-0.198822638,0.102560405,0.033665976,0.110871447
NVL,561.2096049,-0.203494554,0.105098675,0.033668024,0.110871447
ZNF420,130.4727844,0.319646236,0.196981719,0.033672885,0.110871447
CDH24,34.51095999,-0.409315699,0.343712622,0.03368092,0.11087371
PLEKHG3,185.1477062,-0.331468675,0.21015838,0.033694716,0.110894932
FKBP8,7531.6451,-0.203590531,0.1060361,0.033706205,0.110908555
SLC33A1,1250.544682,-0.144272427,0.070880455,0.033740904,0.110998526
PLAC9,36.41716572,0.406857673,0.334686779,0.033762423,0.111045111
HBEGF,1725.750518,0.151777883,0.074878201,0.033794358,0.111125221
PCNX2,493.5892871,-0.283454674,0.163403212,0.033801509,0.111125221
DPP6,13.26929993,0.340073891,0.517443118,0.033834123,0.111208216
HS3ST2,684.6224137,0.211730342,0.110088784,0.033845342,0.111220865
DPF3,14.56721093,-0.318040249,0.483922678,0.033858449,0.111239713
CEP170,4334.428275,0.198652417,0.10100984,0.033872085,0.111260287
SH2B3,6472.054111,-0.170553713,0.087057004,0.033906458,0.111325373
FNBP1P1,18.96575209,-0.405214269,0.501159849,0.033913721,0.111325373
USP7,2871.969075,-0.202698854,0.102032308,0.033914032,0.111325373
EBLN2,25.23671489,0.421025032,0.409894149,0.033935133,0.111370414
OLIG2,93.0844377,-0.367793968,0.259272133,0.033982647,0.111502096
TRDN,25.48539889,-0.407049717,0.485338762,0.034000678,0.111537005
ATG4B,2560.13069,0.143583693,0.070508396,0.034072727,0.111749067
CHD9NB,29.55476474,-0.406225836,0.454096221,0.034138915,0.111941815
DDR1,548.5550714,-0.263002087,0.146671271,0.034174062,0.112032716
PNP,1712.153345,-0.233495775,0.125137734,0.034211207,0.112130128
MXD1,811.4928476,-0.248139271,0.136049041,0.034265643,0.11228416
SYNGR2,9855.231542,0.1890098,0.095259734,0.034289718,0.112338655
SIGLEC14,721.5720608,-0.208524894,0.108677165,0.034303947,0.112360878
PCNP,3153.519753,0.160924729,0.0801226,0.034323936,0.112385374
IBA57,388.959123,-0.287078449,0.167159471,0.034326321,0.112385374
TIA1,1293.593139,0.207547696,0.107634661,0.034403861,0.112614806
RPL22P1,14.09155309,0.017359089,0.262571181,0.034445654,0.112727155
STAM,848.0429048,0.205554362,0.106532865,0.034560608,0.113078834
AMMECR1L,1033.2842,0.161611984,0.080428749,0.034575731,0.113087088
CEP95,600.6021063,0.193525488,0.099149105,0.034578119,0.113087088
LUC7L3,3226.983707,0.166054105,0.083219657,0.034606499,0.113155379
NT5C3A,571.0112503,0.216995659,0.114259733,0.034624676,0.113190287
TACR2,33.35347333,0.405723852,0.34071077,0.034633044,0.113193119
CCT6P3,77.47482197,0.366189983,0.25828041,0.034645621,0.113202795
NUP98,3038.38071,-0.177072857,0.089383176,0.034651008,0.113202795
SFMBT1,340.3209373,-0.250645357,0.137520665,0.034690969,0.113298926
MORN4,110.2442731,0.3687546,0.2644493,0.03469545,0.113298926
MAGI3,84.27439913,-0.358906982,0.250784634,0.034719221,0.11335202
RFX5,1431.125753,-0.169790339,0.085603313,0.03478691,0.113548446
USP11,1884.637317,-0.195274945,0.100578508,0.034823032,0.11364177
SYNDIG1,25.82764542,0.413535787,0.403461364,0.034877867,0.113796112
CNPPD1,3035.3214,-0.180563856,0.092744194,0.034909159,0.113873588
ARHGAP25,2049.024778,-0.150433701,0.074727646,0.034987516,0.114104519
ZNF407,589.9729096,-0.196360488,0.101300157,0.035017984,0.114179209
BTBD2,1984.29798,-0.217345168,0.114848018,0.035058683,0.114287216
ZNF433,36.38846136,0.410340561,0.372034126,0.035131826,0.114500918
MYO5C,13.03576663,-0.224762303,0.382922347,0.035189414,0.114663842
PRADC1,580.0099078,-0.182860955,0.093378395,0.035283091,0.114944266
NRF1,494.5801097,-0.232896955,0.12598022,0.035347057,0.115127797
ZBTB45,654.5174874,-0.218233144,0.116133324,0.035479419,0.115526748
TGFB2,102.7992891,-0.320045822,0.201297261,0.035484856,0.115526748
ARHGEF37,24.21172807,-0.413488124,0.411846402,0.035543279,0.115691992
PRDX5,4057.029021,0.176418253,0.089551799,0.035595201,0.115836012
ABCF1,3200.780207,0.165106398,0.083070224,0.035632446,0.115932215
C8orf76,760.4520246,0.180465114,0.092106058,0.035730102,0.116224886
MAD2L1,501.9885647,-0.234947547,0.127581185,0.035828078,0.11651847
SLX9,653.312705,-0.202852899,0.10608357,0.035852354,0.116572296
VARS1,3751.734281,-0.190212773,0.098580712,0.035889665,0.11665029
PLA2G2D,23.7989471,-0.410884107,0.41541514,0.035891802,0.11665029
CLPTM1,6714.156693,-0.190940225,0.099313357,0.036149432,0.117454124
CDCP1,1010.336928,0.153347628,0.076615303,0.036154699,0.117454124
CHMP3,3167.763855,0.126151107,0.062030376,0.036187108,0.117534107
BORCS5,414.0097288,-0.248352357,0.137888246,0.036195259,0.117535284
CCDC12,1081.999574,-0.185213128,0.095281524,0.036234661,0.117637916
MCU,778.9651179,0.182843917,0.093787272,0.036311823,0.117863071
GYG1,1605.706701,0.163736771,0.082675855,0.036336714,0.117918498
KREMEN2,42.27893636,-0.377687157,0.286576112,0.0363822,0.118040721
DCTN1,4710.363391,-0.146502967,0.073185262,0.036401358,0.118077491
DSC2,2690.602892,0.145277928,0.071544636,0.036442836,0.11818663
RANBP9,1644.132991,-0.181327174,0.093156369,0.036459686,0.11821587
TMEM106B,985.848073,0.267712258,0.152506916,0.03647399,0.118236843
RPS5,7883.870961,0.159439767,0.08056857,0.036512234,0.118329454
TRPV2,7139.409871,0.176635077,0.090508658,0.036518242,0.118329454
MDC1,843.4048673,-0.254236585,0.144940706,0.036592065,0.118543206
CACNA1F,14.76927718,-0.266543873,0.426178552,0.036629985,0.118640584
DCUN1D3,274.2865469,-0.232471944,0.126671176,0.036647013,0.118670263
SART1,2917.400564,-0.194766012,0.101393788,0.036665553,0.118704825
FKRP,673.0432474,-0.243504473,0.134904976,0.036694415,0.118758857
MTMR1,1381.658173,0.1693557,0.085958223,0.036697982,0.118758857
SAG,47.45785428,-0.389248695,0.320813581,0.036713599,0.11878392
NRARP,14.78620132,-0.381745148,0.498542658,0.036758256,0.11888455
EIF3H,3686.05575,0.202530076,0.104437997,0.036763769,0.11888455
PRELP,21.8369433,-0.400796552,0.456537261,0.036768336,0.11888455
QDPR,1310.495765,0.16915775,0.086091665,0.036822755,0.119034998
CCDC186,835.7403085,0.232732287,0.126742867,0.03687673,0.11917733
NIT2,971.7113892,0.172155292,0.08782413,0.03688258,0.11917733
MX1,13457.90144,-0.318005682,0.202773932,0.03689321,0.119186157
XPA,413.6819061,0.207104633,0.109355785,0.036905568,0.119200562
ZDHHC20,2546.65457,0.192707698,0.094702821,0.037012118,0.119519123
CTBP1,5165.606636,-0.188582249,0.098492911,0.037040681,0.119585768
EIF1B,1248.852395,0.160786502,0.081389546,0.037093061,0.11972926
NDUFB4,1414.79604,0.187151633,0.096879438,0.037118627,0.119765822
SIK2,1591.106694,0.191443643,0.099287017,0.037120262,0.119765822
RNF187,3831.529362,-0.181672101,0.097802069,0.037142156,0.119804938
PDCD6IPP2,19.32434659,0.372614314,0.497225466,0.037148264,0.119804938
CBR1,948.451049,-0.1791744,0.092290117,0.037272076,0.120178551
ZBTB4,3671.29272,0.148320341,0.07447419,0.037325575,0.120325344
NDOR1,1378.451057,-0.193338439,0.10102364,0.037369468,0.120441109
PEX26,1643.367314,-0.187551847,0.097450719,0.037398354,0.120508468
IGSF3,49.71374645,-0.394334038,0.373074608,0.037419393,0.120532268
ALDH1A3,14.5571266,-0.374045812,0.497928635,0.037427403,0.120532268
RPL32,7311.310453,0.18090469,0.09340096,0.037429702,0.120532268
PTTG1,323.3934733,-0.287495823,0.172280366,0.037438513,0.120534919
RHEBL1,29.05391888,-0.398987163,0.359270415,0.037561225,0.120892265
FAM151A,34.62124368,-0.390679059,0.327811665,0.037565529,0.120892265
SERPINF2,288.849184,-0.251485663,0.141714732,0.037610582,0.121011445
COX6C,1344.226571,0.222732372,0.120573125,0.037631757,0.121053765
ZNF445,644.825903,0.210442524,0.112193044,0.037668439,0.121145938
PYCR3,169.4595731,-0.270197152,0.156783529,0.037736094,0.121293978
ELMO2,2329.025675,0.140619238,0.070452626,0.037742377,0.121293978
PDE6B,227.8939621,0.26601739,0.153262415,0.037743445,0.121293978
PPA2,867.1075654,0.232572256,0.127435516,0.037746622,0.121293978
CIRBP,4915.162889,0.157955415,0.08008111,0.03783319,0.121546273
BAIAP3,13.58217744,-0.289937539,0.450305027,0.037892561,0.1217111
DPEP2,1203.544308,0.263767233,0.15181997,0.0379026,0.121717437
PPP4R2P4,18.79627914,0.39440893,0.46005979,0.037936469,0.12180028
MARK2,2470.030136,-0.155391641,0.079628878,0.037988503,0.121916516
ATP5MK,1720.640214,0.184032536,0.095597034,0.037988831,0.121916516
WWP1,1353.179062,-0.222475914,0.120916062,0.038042059,0.122061379
SLC52A2,2190.798887,-0.241683605,0.134887579,0.038059731,0.12209212
ZKSCAN8,1020.398782,0.22005634,0.118731193,0.038087293,0.122154571
SLC12A4,1245.813965,-0.23111167,0.126724456,0.038117991,0.122227047
MIEF2,331.3700034,-0.247712106,0.139314065,0.038230112,0.122560526
HS2ST1,2434.935578,-0.195581424,0.103049153,0.038266685,0.122640462
AKT2,3666.281926,-0.199244497,0.105517777,0.038271301,0.122640462
ABCC5,3637.49954,0.239578703,0.133020625,0.038294026,0.122687228
TRMT10B,244.0769627,0.230074388,0.12612644,0.038326616,0.122765576
CASP1,2308.04899,0.179974152,0.093306585,0.038355138,0.122830866
PLIN3,5888.729904,-0.146253071,0.073848798,0.038390899,0.122919302
CRACD,42.93516724,-0.391645465,0.399678002,0.038459474,0.123112741
CDC7,73.83643471,-0.342588184,0.238529711,0.038480962,0.123130923
SPATS2L,2917.166247,-0.135010249,0.067791317,0.03849112,0.123130923
MINDY3,540.0211462,0.248354928,0.13997653,0.03849413,0.123130923
SMAP1,917.628053,0.176936588,0.091503685,0.038498644,0.123130923
RAB37,36.27598485,0.393986831,0.351413192,0.038505953,0.123130923
ISLR2,11.8239136,0.188823959,0.348095941,0.038536178,0.123201469
EDC3,918.7104904,-0.184846676,0.096451839,0.038551456,0.123224206
INTS7,438.5530444,-0.210946276,0.113443274,0.038613108,0.123395129
CSPP1,522.2771151,0.201637245,0.107043207,0.038665961,0.123537869
LYN,6171.7311,-0.211597578,0.113612872,0.038697986,0.123614015
RSAD1,974.6088014,0.170774226,0.087955519,0.038735198,0.123706696
ARPIN-AP3S2,717.0332704,0.173842377,0.08975867,0.03875892,0.123756264
SDF4,7849.466768,-0.168388671,0.091448505,0.038820404,0.123926359
FRYL,1327.509282,-0.183604846,0.095991102,0.038915086,0.124196187
ZNF773,193.9356517,0.275512269,0.163076851,0.03892139,0.124196187
EVA1C,15.92762788,0.333637649,0.477468322,0.038930236,0.124198153
CYTL1,19.44657365,-0.366147979,0.477457573,0.039096993,0.124703788
TOR3A,2885.859797,0.12888522,0.064570015,0.039188203,0.124968296
DEAF1,1239.251633,-0.185379087,0.097349686,0.039203647,0.124991132
PFDN6,802.2769997,0.205255941,0.109831609,0.039249831,0.125111945
TBXAS1,3936.076695,-0.160970357,0.082431732,0.039261507,0.125122732
PPHLN1,1481.52118,0.160557474,0.08226331,0.03927026,0.125124203
EPHA10,7.428743368,-0.170841124,0.333156613,0.03929053,0.12516236
EEA1,1581.2404,0.254199902,0.145117362,0.039369524,0.125387531
RITA1,407.9544647,-0.220954236,0.120807409,0.039443465,0.125596516
ACSM5,617.1390483,0.214470561,0.116257957,0.039476899,0.125662775
EDC4,2348.466572,-0.175337262,0.091238581,0.039480929,0.125662775
RMND5A,2232.921854,0.144201325,0.07315344,0.039497292,0.125688347
TRIM13,802.9965823,-0.152492804,0.078040685,0.039510223,0.125702986
GJA3,15.6907645,-0.302824027,0.460831708,0.039547896,0.12579632
EFR3A,4941.963099,0.197186918,0.10461728,0.039580409,0.125873207
ARHGEF7,2235.081277,0.167077201,0.086417129,0.039604638,0.125923723
TRIM27,2237.261655,-0.174506187,0.091019552,0.039738916,0.126324045
GPX4,9708.064386,0.196992955,0.104514226,0.039841885,0.126624692
COPS2,1616.051343,0.190901656,0.100615228,0.039871712,0.126692806
RNFT2,117.9762201,-0.322292949,0.21442831,0.03988497,0.126708252
SPTBN1,1051.353669,-0.172110013,0.089518858,0.039922684,0.126801368
SNAP23,1774.649334,-0.179754224,0.094513471,0.039954832,0.126871008
HDAC11,172.7878891,0.289126114,0.177393815,0.039961425,0.126871008
USF1,2561.079253,0.149903206,0.076512223,0.039996385,0.12695529
PPT2-EGFL8,8.901790885,0.170258401,0.333535088,0.040095641,0.127243581
FH,1599.463258,0.195550406,0.103855279,0.040163428,0.127411865
FAXDC2,586.8184842,-0.26294325,0.154373638,0.040167176,0.127411865
AIMP1,1253.841439,0.180966727,0.094880568,0.040174,0.127411865
HEPACAM,14.85619482,0.266568635,0.426730291,0.040256847,0.127647788
H4C14,160.1971008,0.311223645,0.200730763,0.040292087,0.127732689
ASNSD1,657.9009697,0.207348343,0.111890729,0.040303631,0.127742448
ZBTB14,499.8415835,0.19847675,0.106069236,0.040318635,0.127763167
PLRG1,1225.732022,0.223916318,0.123451902,0.040328963,0.127769065
NASP,1362.68435,-0.19271684,0.102458326,0.040364848,0.127830305
SERF1A,136.8444546,0.31045395,0.200557869,0.040365235,0.127830305
JKAMP,1562.848118,0.188116447,0.099172859,0.040385062,0.127866257
IDH3G,2275.116968,-0.137105509,0.069872685,0.040489483,0.12816998
TIGD6,273.5481535,-0.248060004,0.142015289,0.040512684,0.128216528
GAR1,456.699694,0.219977836,0.120803096,0.040529456,0.128242712
ZC3H13,3638.729071,-0.131460056,0.066516268,0.040554102,0.128293794
TOP1P1,14.76575029,0.351662969,0.482167845,0.040587517,0.128372591
ZNF69,68.87382014,0.345179109,0.248857306,0.040601409,0.128389619
MAPK6,1353.929314,0.210950251,0.114542086,0.040616754,0.128411233
DNASE1,420.6199804,0.252114016,0.145421448,0.040650234,0.128490163
IMMP2L,107.274445,0.309620386,0.200772885,0.040711319,0.128656295
PIN1,1790.742848,-0.162220197,0.083981691,0.040722265,0.128663941
PTPN1,3608.242315,0.151763667,0.077733612,0.040793008,0.128860475
PFKL,12585.30378,-0.176568954,0.09345404,0.04083523,0.128950261
SYT6,17.95770798,-0.317488048,0.462307418,0.040842492,0.128950261
FOXJ2,955.3242173,-0.155897168,0.080560248,0.0408615,0.128950261
SARDH,166.1477706,-0.288916625,0.179094093,0.040862093,0.128950261
YPEL5,2517.252753,0.160596042,0.083039023,0.040867909,0.128950261
CNBP,8030.15894,0.141883457,0.071558549,0.040872704,0.128950261
ESYT2,1958.114304,0.16650979,0.086657351,0.040882981,0.128955723
CBX3,4155.8004,0.166945578,0.085484442,0.04094608,0.129127762
YIF1B,1787.035098,-0.191741891,0.101126738,0.040971736,0.129181675
TRIM38,2990.229275,0.130254782,0.065770968,0.041010153,0.129275789
TOMM40,4615.316162,0.176824327,0.092738967,0.041036121,0.129330631
ZNF581,719.6012305,0.227501475,0.126565094,0.041094123,0.129486389
HIVEP1,617.5735552,0.244963222,0.139948469,0.041125779,0.129559082
P4HB,25430.76647,-0.18299977,0.096747266,0.041194401,0.129748175
MTERF4,937.1548692,0.170175129,0.088867715,0.041221815,0.129807427
PIK3R2,2659.814994,-0.186906611,0.099367158,0.041238058,0.129818694
HBP1,2443.33851,0.133196093,0.067676598,0.041242599,0.129818694
PLIN5,21.41185606,0.308130228,0.451671703,0.041292112,0.129941215
PGF,146.4228986,0.28688961,0.177151426,0.041298745,0.129941215
LAMA2,151.5266353,-0.287183063,0.177852035,0.041322349,0.129959757
ZNF814,449.4907873,0.199696237,0.107586478,0.04132483,0.129959757
TOR2A,1099.858017,-0.207713728,0.113770132,0.041330475,0.129959757
GPD2,3170.296614,0.205789725,0.111513993,0.041357569,0.130017857
SF3B1,8052.986296,0.16236581,0.083573641,0.041398787,0.130120328
LBH,140.3084501,-0.311680268,0.204954302,0.041432945,0.130170413
GLA,5842.25693,0.127764689,0.064624635,0.041438972,0.130170413
VSTM4,17.69014587,0.321162969,0.461266649,0.041441242,0.130170413
CLTCL1,112.867146,0.298137367,0.188905847,0.041449227,0.130170413
DYNLT5,265.0572829,-0.288852167,0.179951688,0.041464903,0.13019255
TREX1,765.4313754,-0.196276561,0.105929856,0.041543797,0.130413126
DDHD2,941.2663296,0.209131328,0.113981097,0.041584251,0.130512968
CLEC2D,328.6834776,-0.266705767,0.159322869,0.041610946,0.130569595
HS6ST1,973.8048784,-0.177758032,0.093879855,0.041628582,0.130597775
HAGHL,1110.99092,0.248178602,0.143192564,0.041637481,0.130598542
ZFYVE28,87.19164149,0.325842608,0.222898798,0.041693529,0.130747164
HIBCH,572.2292172,0.258532618,0.151932217,0.041712444,0.130779303
ATP23,201.1266518,0.281514252,0.172814678,0.041795054,0.131011084
TLCD3A,189.006767,-0.294989305,0.186408101,0.041812502,0.131038557
RAI1,731.4525295,0.212673186,0.116805803,0.041824019,0.131047436
TRPC5OS,17.65321703,-0.353349019,0.455833596,0.041901751,0.131263738
RMND1,782.8723611,0.207714599,0.113251983,0.041915855,0.131280666
PCDHGC4,10.56164044,-0.240475293,0.396035559,0.042039433,0.131640392
ITFG1,1911.186575,0.183348758,0.096256131,0.042052301,0.131653366
ARID1A,5292.834694,-0.237935038,0.136601046,0.042077131,0.131703777
WHAMM,1051.343284,0.151823307,0.078511504,0.042185927,0.132016931
NCOA2,1161.628561,-0.179738554,0.095270287,0.042213061,0.132074452
CLUL1,13.61837093,-0.320416996,0.459781055,0.042225724,0.132086688
CHRM3,42.70598272,0.383021394,0.367883399,0.042323183,0.132364111
RASA4CP,49.67076141,-0.378611295,0.353639929,0.042427787,0.13266376
RBP1,27.30049134,0.383745285,0.391364557,0.04244296,0.13268371
ADGRE3,14.81955429,0.320318689,0.462418162,0.042495834,0.132784805
ZNF502,32.44715602,0.369933173,0.40151226,0.0425,0.132784805
MTA1,2496.685662,-0.22871255,0.129091919,0.042501697,0.132784805
PCDHB1,75.71145171,0.324562529,0.222994885,0.042513248,0.1327934
CD3G,12.45669382,0.322943084,0.465888518,0.0425533,0.132890998
UNC13B,1402.159914,-0.147118972,0.076098353,0.042650604,0.133167312
IER3IP1,1263.52635,0.159893066,0.083539983,0.042726284,0.133376008
FAM3C2P,142.8971219,-0.312672605,0.208752948,0.042860994,0.133768851
HPCAL1,4328.229885,-0.194535122,0.105494428,0.042901729,0.1338683
FAM124A,28.17095018,-0.366671226,0.429839655,0.042912518,0.133874279
ENOX1,34.58324947,0.380405331,0.374525527,0.043086876,0.134385906
NUDT4,1488.854078,0.178929308,0.095194272,0.043094327,0.134385906
ZNF100,281.1344486,0.251986937,0.147921324,0.043104401,0.134389549
FLNB,2468.60168,-0.193514295,0.1047876,0.043126797,0.134431598
OR7G2,12.28632264,0.313252158,0.461573389,0.043146456,0.134465102
RALGPS2,117.6431551,0.3437766,0.257302114,0.043160116,0.134479898
LMTK3,99.69454247,-0.337725356,0.245191259,0.043176267,0.134502452
SMIM11,306.7370544,0.227745141,0.128625318,0.04322659,0.134631424
DYNC2LI1,192.4177884,0.272037297,0.165713083,0.043285644,0.134787528
ARHGAP5,1855.021828,0.218971825,0.122134379,0.043361006,0.134994345
CFAP92,60.71527135,0.342407018,0.253532248,0.043399374,0.135085922
CELF6,240.7557091,0.259255565,0.154028344,0.043412006,0.135097374
AKAP7,325.0037173,0.253480649,0.149535742,0.043485485,0.135298137
RFC3,343.2676431,-0.236346693,0.135274126,0.043586396,0.135568218
RRP15,480.4351066,0.234415083,0.13382321,0.043590258,0.135568218
IGSF22,172.2779382,0.318188484,0.217174702,0.043626438,0.135641357
UBE2D3,9175.774252,0.120072078,0.061150375,0.043631753,0.135641357
CNOT10,494.7408215,0.204022107,0.112024633,0.043650164,0.135670644
SYT7,12.18147671,-0.253440897,0.402949903,0.04367931,0.135733276
C11orf54,826.1129319,0.193413354,0.104845538,0.043690376,0.135739709
LSS,2624.875003,0.212350399,0.117719968,0.043699987,0.135741624
NANP,346.0398694,0.200609342,0.109672697,0.043753625,0.135868352
TMEM186,272.7123345,0.216268353,0.120625151,0.043758793,0.135868352
OPLAH,602.0902827,-0.264918783,0.160058062,0.043782293,0.135913351
BACH1,3888.671076,0.192153647,0.103790257,0.04382002,0.13600249
ABCA3,317.5523319,-0.245737911,0.143469689,0.043844675,0.136051028
SMG6,1221.92242,-0.219786801,0.123516345,0.043861525,0.136075331
PTPRS,112.8919626,-0.320990168,0.223060049,0.043895973,0.136154209
PRODH,11.98046804,0.243112147,0.394545639,0.043939285,0.136260546
ADAP2,2826.610396,-0.144027004,0.074832893,0.043965429,0.136279847
HTT,6295.538051,-0.128942967,0.066396154,0.043969087,0.136279847
CCT3,4440.781593,-0.148655868,0.077459407,0.043972603,0.136279847
DCUN1D1,1284.257173,0.257885174,0.154483244,0.044133196,0.136749472
LONRF1,323.6750104,0.256740793,0.152870006,0.044150352,0.136774547
OR1D2,83.4188459,0.299977679,0.195824066,0.044190429,0.136856985
FBXL6,707.0750221,-0.226234822,0.128498324,0.044195102,0.136856985
CFTR,111.9741092,0.356547744,0.290189978,0.044275288,0.137077162
PDGFRL,24.30453306,-0.3683441,0.411840882,0.044288493,0.137080672
PKN2,868.5180835,0.195448595,0.10653811,0.044294589,0.137080672
QSOX2,484.1133893,0.180270948,0.096729417,0.044330612,0.137164023
BTN2A2,204.0530186,0.246199573,0.14380959,0.044359657,0.137225752
SURF6,1253.656605,-0.183249403,0.098812521,0.044374818,0.137244517
ZC3HAV1,2187.596239,-0.151870213,0.079825049,0.044415883,0.137343374
PKD1P1,1180.534952,-0.244755447,0.14326506,0.044433732,0.13737042
APOBEC3H,8.471340061,-0.21432538,0.368879927,0.044572418,0.137748054
MYG1,753.5089548,0.209311591,0.116330044,0.044574138,0.137748054
SKOR1,17.01318669,0.354981646,0.447694505,0.044622062,0.137848996
DNASE1L3,23.17698017,0.351051009,0.447047112,0.044625073,0.137848996
GADD45GIP1,922.8622096,0.172194276,0.091830515,0.044665557,0.137945815
ZNF865,1109.776655,-0.231459993,0.13274243,0.044678002,0.137956016
POLR1H,268.6794233,0.22529879,0.128085208,0.044706496,0.138015759
LARP4,1844.307889,0.18403016,0.099070848,0.044842923,0.138408611
PTP4A3,86.14906219,-0.317723088,0.219986874,0.044888473,0.138484663
CASP8,1224.112685,0.139131209,0.072269204,0.044894608,0.138484663
ZNF808,162.9489202,0.287265869,0.183718378,0.044895094,0.138484663
MIGA2,854.6823885,-0.208381088,0.116715602,0.044949693,0.138624744
TAGLN,316.2897124,0.207793891,0.115502687,0.044961791,0.138633719
SFXN3,3267.869489,-0.144276707,0.075205603,0.045040781,0.138848904
THOC7,607.2422371,0.20761436,0.115505987,0.045064015,0.138892154
SUPT6H,6939.090275,-0.136933477,0.071329653,0.045105251,0.138990859
EIF4G2,19704.3081,-0.16891273,0.090296168,0.045130792,0.139041171
FOXO6,16.98956174,0.305511901,0.444875654,0.045303726,0.139545464
LLGL1,669.9854684,-0.210828298,0.1186475,0.045471921,0.140034956
H4C12,47.25026512,-0.345982766,0.268911835,0.045497669,0.140085662
LACTB2,671.1836471,0.173822552,0.093275263,0.045509958,0.140094913
ZFYVE27,1202.338609,0.181636566,0.097873339,0.04552108,0.140100571
KCTD18,649.1371566,0.167714138,0.08952235,0.045542846,0.140110457
CASD1,625.4230714,0.202591055,0.112219394,0.045550233,0.140110457
MCFD2,4023.324939,0.135803221,0.070944187,0.045552147,0.140110457
ARSB,4161.710249,0.12917586,0.067018422,0.045571822,0.140142408
SMIM13,763.3528074,0.17714762,0.095543198,0.045611249,0.140235076
COX6B2,11.54265641,0.298189366,0.442813804,0.045637925,0.140288508
BTBD6,1229.210016,-0.173950784,0.093553862,0.045678378,0.140384261
ZNF844,76.72230973,0.314505857,0.217196496,0.045694084,0.140403934
HDDC3,340.1579871,0.22352587,0.127549501,0.045727839,0.14047905
PRDX1,13160.11487,0.149923162,0.078782013,0.045744673,0.140496243
RANBP3L,25.84928184,0.323432791,0.440699395,0.045752057,0.140496243
PPP3CC,397.7548807,0.227972817,0.130947817,0.045780762,0.140555787
ARHGAP30,8346.532373,0.117761357,0.060735809,0.045805999,0.140604663
PLGLB2,21.80642092,0.346180541,0.433131557,0.045843279,0.140690478
DHX57,414.9409323,0.279550603,0.176896458,0.045876227,0.140762965
FAM221A,130.3042338,0.29594011,0.194838205,0.045889735,0.140775788
LTBP1,7.370512614,-0.1900251,0.34740989,0.045903719,0.140790064
SEC24C,3834.11782,-0.141338008,0.073781845,0.045932886,0.140850895
HEBP2,514.7938469,0.244899413,0.144822986,0.04601957,0.141080968
POM121C,2104.696317,-0.171165691,0.092061239,0.046031722,0.141080968
RGL2,2660.560214,-0.189407424,0.104016699,0.046035963,0.141080968
PARD3B,44.5743116,0.363946951,0.354608404,0.046087631,0.141210631
LIX1L,687.7007275,-0.179787846,0.097499065,0.046117653,0.141273931
FYTTD1,2635.780922,-0.180187214,0.097866552,0.046222749,0.141561085
MAGT1,2454.015583,-0.160916974,0.085867756,0.046230154,0.141561085
FAR2P1,46.37439279,0.350588542,0.281308376,0.046267695,0.141647294
BRF1,848.0540158,-0.191938787,0.105613604,0.046326376,0.141798179
WASH7P,713.5599762,-0.227058467,0.130943711,0.046377893,0.141927076
PRAG1,1842.801013,-0.194269772,0.108665831,0.046426734,0.141997342
KCNAB3,14.1802958,-0.302703932,0.434628819,0.04642841,0.141997342
HSPD1,5110.739148,0.167212686,0.088849168,0.046429085,0.141997342
FASTK,2300.929641,-0.205973257,0.115748779,0.046459083,0.142031562
TSPEAR,94.02969504,-0.297791088,0.197760922,0.046459098,0.142031562
PAQR5,2006.867066,0.197394348,0.109212947,0.04647399,0.14204831
APP,16646.95505,-0.144152036,0.075800997,0.046607349,0.142427075
DDRGK1,2355.958039,0.155358596,0.082456291,0.046657561,0.14250062
DCAF13,902.9396649,0.189135514,0.103785874,0.046659536,0.14250062
TNRC6C,275.2309286,0.303075229,0.204143867,0.046664146,0.14250062
MFSD9,507.0888035,0.238968768,0.140531933,0.046669189,0.14250062
SGCE,27.47148032,0.35226384,0.408924835,0.046721835,0.142624373
ACYP1,140.9257634,0.275766727,0.174157344,0.046728622,0.142624373
SNX15,773.4183141,-0.221401379,0.12760977,0.046858743,0.142970181
PTGER2,266.0440964,0.229444876,0.132821369,0.046860869,0.142970181
POMGNT2,345.0713151,-0.242497932,0.143151191,0.046887749,0.143023275
CFAP69,77.02796262,0.316761441,0.222904057,0.046904878,0.143046607
CRYBG3,977.5994425,0.223646027,0.128701684,0.046949529,0.143153848
LARP1,8077.954161,0.140430489,0.073512738,0.046983804,0.143229415
ZBTB33,1454.770168,0.186434237,0.101902731,0.047003138,0.143239267
FAM216A,180.6754644,-0.276142876,0.17509852,0.04700602,0.143239267
